22,41,17,37,20,9,18,18,18,28,23,48,48,13,10,11,18,27,22,11,16,10,49,41,35,14,11,26,7,40,14,43,7,43,16,27,37,25,20,47,13,23,28,18,35,15,29,50,33,33
16,19,47,8,36,17,27,48,32,34,23,37,25,42,16,18,41,20,26,34,38,28,49,11,10,32,16,29,41,18,36,49,30,48,31,38,6,37,29,32,28,39,47,30,14,44,20,41,14,23
30,40,15,35,11,39,35,49,47,46,38,11,41,26,40,37,16,20,16,21,16,26,43,39,39,42,7,25,8,27,42,33,25,36,16,19,21,32,17,18,9,9,41,22,12,28,25,9,21,43
6,20,15,6,19,48,36,38,8,20,36,27,45,49,28,20,40,39,30,17,43,24,46,30,46,12,39,6,32,43,7,5,43,28,46,7,17,20,19,17,22,11,13,21,39,31,38,41,27,44
36,25,11,45,25,35,27,28,47,10,28,42,22,48,7,37,16,47,27,50,23,16,6,40,20,11,49,50,11,37,28,15,9,24,15,22,47,14,46,43,43,5,48,39,12,36,44,45,16,15
24,50,34,30,14,45,25,49,47,41,23,24,27,36,45,32,19,43,28,13,13,28,45,30,11,27,47,36,23,36,42,37,27,45,45,42,26,15,45,48,8,11,23,7,11,17,12,21,39,39
19,27,32,39,13,8,29,7,7,38,29,37,40,11,7,19,47,41,25,16,17,21,23,17,38,41,24,13,15,6,50,15,14,41,34,36,34,12,33,8,28,39,42,36,37,41,31,29,30,35
29,20,9,22,28,24,43,20,33,41,22,50,15,42,46,31,26,44,36,38,37,22,43,6,38,7,35,46,38,27,46,36,7,38,47,40,43,30,36,5,44,30,47,21,7,18,20,42,43,13
25,44,15,35,42,34,39,6,18,15,19,39,7,12,10,47,22,45,29,9,9,21,30,23,35,38,12,44,21,8,21,30,38,11,48,12,11,43,37,32,8,25,20,19,32,15,29,30,48,12
39,26,38,42,35,10,44,9,48,9,12,24,32,26,16,25,21,16,22,46,30,49,7,7,45,11,14,35,14,5,8,6,23,35,7,49,23,17,6,29,16,9,14,38,45,30,13,16,16,18
33,37,31,45,22,23,35,27,27,19,25,22,8,44,40,14,30,35,28,26,36,17,35,42,11,34,36,19,43,28,21,30,30,19,7,37,43,9,14,32,31,29,22,38,21,17,23,28,33,16
34,20,48,12,41,32,28,26,27,35,32,10,49,35,9,9,32,27,48,19,36,27,40,23,18,46,41,49,14,8,47,46,27,6,21,6,38,5,41,25,10,33,6,45,13,7,38,39,12,36
11,12,47,16,42,50,14,19,29,28,17,8,29,22,9,20,25,10,7,36,44,48,36,41,24,23,17,14,17,35,36,24,28,18,38,42,18,11,6,21,30,23,26,26,12,40,12,14,18,23
27,21,28,9,19,22,36,15,7,41,30,44,17,33,36,11,19,17,35,28,44,41,42,32,43,13,31,29,21,28,16,34,36,8,35,35,39,31,36,8,26,11,35,15,40,43,32,30,25,21
39,27,39,50,41,8,45,32,20,40,28,31,45,42,42,39,43,49,5,35,28,10,6,46,47,42,16,29,32,9,31,47,12,12,12,23,7,24,29,48,8,26,49,37,9,26,7,45,16,29
23,16,36,38,33,18,24,32,37,47,47,30,35,42,33,5,22,26,23,18,17,11,36,35,25,36,7,20,19,42,26,37,16,41,29,46,23,19,31,11,22,34,37,8,11,20,17,34,16,45
25,42,9,8,24,20,26,46,44,46,45,7,30,44,49,15,39,14,12,16,18,43,29,31,24,12,42,34,29,50,43,35,28,49,43,43,28,33,48,37,33,7,45,14,17,49,15,13,23,25
45,47,13,21,27,43,37,19,40,28,39,18,33,49,5,17,38,41,10,29,5,37,10,11,39,8,29,30,9,43,27,27,9,14,38,32,48,7,29,32,15,36,14,40,48,20,46,28,22,16
45,28,27,15,25,7,15,37,24,23,28,23,28,47,13,32,43,40,24,16,13,28,8,40,35,32,10,13,47,37,50,10,11,40,42,32,41,35,17,8,11,48,24,14,24,35,24,5,16,24
28,46,36,27,40,45,9,29,15,40,8,49,43,21,17,32,27,39,37,16,48,46,24,10,18,19,46,21,29,31,9,38,21,26,16,48,43,27,24,21,7,31,21,15,19,23,9,23,26,9
