15,24,27,43,49,34,33,14,44,50,25,41,16,21,37,34,25,23,17,29
35,35,24,14,12,20,12,20,35,17,12,24,36,46,13,14,26,24,15,33
35,48,41,27,42,17,42,38,19,16,41,37,37,43,46,21,14,18,19,34
35,47,45,26,32,31,45,25,44,39,30,13,28,15,45,46,26,40,38,12
26,24,48,50,37,43,24,44,40,46,19,23,42,22,20,29,25,34,23,37
25,48,15,31,34,48,13,40,39,43,46,13,28,18,40,44,13,21,32,23
23,48,30,11,31,11,10,33,42,22,14,18,16,18,26,36,28,33,35,27
21,13,41,12,23,45,29,25,36,41,16,21,43,17,41,11,22,15,37,31
18,44,25,23,28,13,38,19,13,46,30,43,34,34,35,45,34,15,38,38
35,17,17,30,39,33,45,34,24,27,46,36,43,38,24,41,42,19,20,20
