6,6,2,7,3,3,2,6,8,6,10,4,4,10,8,8,12,6,5,5
8,3,7,8,13,12,3,7,10,5,12,6,4,7,9,4,9,8,5,8
2,7,8,8,3,9,8,7,10,5,5,7,11,2,6,13,5,4,6,6
6,9,2,7,5,7,10,5,4,2,2,6,4,5,8,5,5,7,2,12
4,10,5,13,3,10,7,14,6,2,7,5,6,3,10,10,3,5,5,7
4,9,3,4,5,12,7,4,10,10,5,5,5,2,3,9,12,11,12,5
3,7,3,2,6,13,8,4,4,4,5,3,9,9,10,4,10,4,7,3
8,5,2,13,6,5,9,4,3,5,9,13,12,7,4,6,8,8,4,11
5,3,5,4,10,4,3,12,8,3,6,2,5,13,3,7,10,6,4,8
8,5,13,9,12,7,7,10,4,2,3,11,9,6,4,4,9,6,5,2
8,7,5,3,6,2,8,8,8,2,5,1,6,6,4,9,6,5,10,4
7,3,11,4,2,3,9,3,4,7,11,11,4,5,1,2,6,3,3,7
4,2,3,5,4,3,4,5,4,14,3,9,4,4,9,5,5,7,11,2
4,5,5,4,8,7,8,4,5,2,3,4,9,8,8,3,6,9,2,5
9,6,2,5,4,8,4,2,10,5,10,2,5,5,11,6,4,3,11,3
6,3,9,6,1,11,2,8,9,4,8,5,3,4,3,11,7,2,3,7
4,11,8,5,3,8,8,5,6,7,8,4,7,4,3,5,3,2,4,7
5,3,7,5,6,7,6,6,8,7,7,5,12,4,4,11,4,5,7,4
7,3,2,3,5,5,2,6,12,10,6,3,5,4,3,6,9,8,6,2
6,4,5,9,6,6,4,3,5,8,7,4,8,11,8,6,8,13,3,3
