43,43,25,49,43,31,41,43,25,22,28,21,24,42,15,21,31,26,13,41,45,13,18,8,37,23,12,5,38,23
13,41,16,14,42,30,22,20,48,38,50,44,45,29,48,39,25,24,46,11,21,34,6,31,10,33,20,23,49,46
6,34,19,20,22,32,8,19,24,11,17,5,22,50,23,9,36,26,46,5,38,31,48,38,33,48,38,13,18,11
25,49,50,12,43,8,8,48,20,39,16,30,25,44,25,32,18,19,37,11,46,39,21,12,24,41,35,36,21,49
23,35,38,24,31,5,44,37,12,16,14,23,11,48,47,12,9,41,37,39,38,41,42,37,34,9,22,15,48,18
43,40,21,28,15,9,17,8,10,28,20,11,19,17,27,34,42,37,37,19,17,45,27,19,40,42,37,18,49,36
9,8,18,44,48,23,39,39,19,29,5,8,7,39,24,40,38,46,32,7,33,43,20,31,43,21,47,30,22,16
38,23,47,48,34,6,7,32,21,48,40,19,45,47,31,15,37,25,13,17,30,28,33,27,46,11,43,6,19,15
49,9,47,9,29,41,20,27,27,8,11,23,36,6,27,33,31,26,16,27,13,37,48,49,35,6,22,10,45,40
14,22,47,42,40,28,43,13,43,47,15,25,50,50,27,10,44,40,39,13,50,22,20,12,35,20,25,29,39,30
