36,35,13,43,32,47,37,46,38,49
14,25,14,16,46,40,45,25,16,45
37,36,31,50,15,22,15,14,40,14
38,38,35,36,20,27,15,20,21,13
21,45,12,36,11,26,43,11,13,21
44,15,13,21,46,16,43,43,13,18
39,48,12,15,45,42,12,17,21,19
11,14,36,12,35,47,34,33,19,18
16,12,49,23,36,11,17,25,37,27
29,21,11,43,11,38,30,26,27,28
50,21,50,45,40,47,21,18,20,11
27,32,41,30,47,41,37,40,40,13
49,44,47,44,46,41,44,26,29,43
32,35,11,46,35,12,50,34,20,47
45,39,41,46,22,41,38,14,36,21
47,25,42,32,21,33,19,32,33,15
35,48,25,30,14,49,17,48,17,29
44,15,44,44,19,39,25,35,46,48
32,15,26,28,49,43,47,28,14,48
13,38,22,38,46,27,14,16,23,31
