13,7,2,2,3,7,5,7,10,12,12,8,2,12,5,5,3,5,7,8,5,4,2,11,6,6,4,4,7,5,4,4,2,10,2,6,4,10,4,5
2,3,11,7,5,3,3,8,4,5,6,5,7,6,4,9,5,4,5,3,6,7,8,3,1,4,6,3,6,3,9,7,7,5,12,4,10,5,4,6
3,5,4,8,5,7,9,7,4,14,6,8,3,3,4,5,4,6,12,4,4,5,5,10,7,4,4,4,5,5,4,4,12,13,8,8,6,6,9,11
4,5,7,8,8,3,4,2,5,4,6,8,6,10,7,5,5,7,3,3,8,3,9,5,4,6,2,5,2,6,4,10,8,4,3,3,15,5,8,5
4,1,7,6,4,4,3,9,7,4,10,3,3,3,11,7,3,5,4,3,9,7,6,3,4,5,5,6,8,9,5,3,8,6,10,2,9,3,4,7
5,4,8,8,10,4,3,4,7,3,8,2,13,3,5,8,8,7,10,5,8,5,5,5,5,12,5,5,5,7,4,3,3,8,7,6,2,4,7,7
3,4,6,2,10,8,5,1,4,3,8,3,2,3,2,3,7,8,8,3,12,7,8,8,5,4,5,3,5,3,7,9,5,4,4,8,10,4,4,6
2,5,8,11,2,5,9,10,2,3,4,8,5,6,7,9,7,9,2,5,7,3,2,5,10,3,2,8,5,4,2,1,4,4,5,12,3,9,4,4
2,2,7,4,12,4,4,7,2,6,3,6,2,3,5,6,9,6,5,3,4,5,5,1,8,5,4,5,6,2,2,3,5,7,9,5,6,7,12,8
3,8,3,7,6,4,5,2,14,6,9,5,9,7,5,7,6,11,9,7,7,8,6,8,3,3,6,4,9,10,4,6,4,8,10,6,5,3,13,6
9,7,5,7,4,4,4,8,3,9,3,5,6,13,4,5,5,2,6,7,6,6,10,7,2,8,5,5,6,7,12,3,5,4,9,6,5,3,9,7
7,6,4,5,5,2,3,3,11,5,7,4,2,4,7,6,6,5,14,4,2,2,3,10,3,6,6,9,10,2,3,3,7,7,7,11,3,2,2,8
6,2,5,5,4,10,6,6,4,11,13,3,5,3,14,4,2,3,6,7,4,4,6,7,6,3,3,5,11,4,8,6,6,13,3,10,9,11,3,3
6,6,11,4,11,10,6,4,7,7,8,11,6,10,8,5,4,8,9,8,4,6,6,6,5,5,7,10,3,5,3,2,14,2,8,11,7,9,3,5
4,10,13,7,9,7,11,2,10,4,3,3,3,6,7,5,2,6,6,10,9,5,5,3,2,4,6,3,3,7,7,8,6,10,7,3,10,3,7,6
6,3,6,7,1,9,5,2,3,2,3,4,8,2,10,3,4,13,13,4,7,14,11,9,3,7,9,6,4,8,2,4,6,6,1,2,6,6,10,4
7,5,3,4,3,3,2,8,2,9,12,3,5,9,1,10,10,2,12,4,7,5,9,12,6,4,8,6,2,8,9,8,6,11,4,4,3,3,3,8
8,11,3,6,5,6,8,9,9,2,7,8,5,5,3,3,3,5,3,4,9,5,3,8,9,5,3,4,4,3,8,5,12,8,5,2,3,5,1,5
4,4,10,4,12,4,2,11,2,6,5,12,12,2,5,3,9,5,6,6,6,7,10,4,10,4,7,3,4,7,2,7,5,10,5,5,3,4,4,8
7,12,7,2,2,6,12,13,4,9,7,6,4,2,5,5,7,4,3,7,3,7,6,9,8,4,2,5,9,8,3,6,3,4,4,6,4,1,8,2
