26,16,5,29,39,37,14,11,22,15
37,18,16,48,45,14,37,47,11,18
35,43,9,46,27,8,36,21,34,28
26,39,36,37,25,41,14,40,41,24
12,49,32,5,37,47,48,41,13,8
10,8,29,48,30,41,20,25,39,46
38,24,8,24,32,38,12,49,17,25
22,30,46,36,15,22,42,32,34,42
39,40,37,7,46,48,50,24,5,20
28,12,14,13,27,13,39,32,16,42
41,28,27,14,49,15,13,12,15,42
30,16,28,23,24,36,35,42,44,23
10,22,15,42,26,27,24,33,17,12
7,21,46,25,12,37,36,46,10,48
45,12,31,42,5,31,30,25,21,26
12,5,33,6,7,23,5,46,29,7
47,28,16,11,10,31,23,15,17,38
40,9,33,33,14,13,47,18,23,46
31,31,46,49,45,22,14,10,18,13
23,7,37,45,30,30,46,18,34,35
