47,16,20,17,36,34,44,23,12,34,44,12,30,26,43,50,50,48,44,28
25,39,24,32,11,44,13,25,33,30,27,41,26,25,47,28,13,44,44,40
18,29,43,21,48,38,26,12,28,22,11,15,29,16,27,29,38,25,27,34
36,40,16,37,37,40,20,49,31,23,35,48,30,42,15,34,46,18,10,35
26,24,29,22,20,28,24,38,37,17,34,43,18,13,30,45,33,39,24,13
45,18,19,11,31,29,14,17,18,21,39,47,31,46,15,19,20,42,37,49
35,40,32,39,40,41,13,25,27,16,26,28,22,48,42,22,38,21,16,39
12,24,19,29,15,41,12,11,49,14,20,39,47,29,13,13,42,14,11,19
36,17,16,15,15,44,33,49,39,32,34,40,14,32,15,13,14,13,28,32
41,14,28,24,13,11,45,19,40,39,15,40,44,47,11,47,47,21,30,49
12,26,35,44,17,33,43,25,49,30,31,39,16,43,41,49,28,44,12,21
46,18,34,36,43,33,37,48,28,42,50,33,18,16,40,32,32,48,36,11
37,12,34,32,41,19,18,30,39,19,43,37,22,12,26,50,21,23,24,35
34,47,43,28,27,38,30,38,49,12,21,24,29,47,43,38,36,41,36,20
44,41,17,28,39,38,18,45,29,33,15,37,35,16,44,35,22,27,27,24
13,22,16,33,18,20,36,42,35,21,15,27,25,34,14,44,38,50,45,31
47,29,41,29,16,40,44,13,29,39,50,13,46,17,33,39,41,46,24,42
45,12,35,31,44,39,46,30,39,42,44,28,20,19,48,32,20,48,34,42
23,26,36,36,26,34,13,29,19,25,41,21,43,24,30,40,44,17,38,33
31,31,32,40,39,11,34,16,24,24,45,21,28,37,23,29,22,41,17,14
