43,19,7,48,47,20,27,6,13,32,25,6,36,28,43,34,31,30,19,6,16,27,7,38,17,16,45,35,34,48
25,18,13,46,29,25,29,9,8,22,31,24,16,17,25,32,45,42,40,32,46,40,18,27,43,31,35,7,13,29
27,26,13,31,23,10,25,36,12,13,35,11,44,21,10,7,43,14,43,26,18,7,42,18,10,45,25,27,32,35
13,38,28,28,44,48,15,28,36,24,44,46,12,29,36,22,18,12,12,40,8,35,30,31,16,23,16,40,46,29
37,47,5,22,45,38,33,46,21,24,47,34,19,20,20,28,26,49,30,25,9,18,31,50,37,27,14,18,19,39
44,47,24,16,12,10,32,48,28,33,43,35,7,22,39,32,44,18,38,35,19,46,41,16,11,40,21,34,33,34
7,49,46,45,50,45,35,5,30,26,26,39,23,11,14,46,47,15,17,32,24,19,47,11,24,18,30,35,26,13
47,10,11,47,40,23,22,34,39,9,8,15,29,29,16,23,32,46,47,19,5,13,21,39,35,12,14,26,37,44
19,11,43,45,23,46,49,5,34,23,6,33,14,29,15,29,32,45,18,35,16,33,18,19,23,21,23,18,27,33
31,35,22,45,6,12,37,42,14,27,17,29,43,33,19,44,36,43,27,10,46,24,10,16,42,48,11,32,7,28
46,14,23,38,12,7,39,44,11,22,49,9,36,24,7,12,8,44,12,44,14,37,13,37,22,32,46,46,47,47
25,26,34,12,36,24,34,25,22,7,11,41,44,49,41,45,22,43,36,22,28,20,46,11,8,49,44,27,5,30
45,46,35,49,47,7,45,45,9,31,39,35,24,28,25,26,27,48,10,37,44,50,23,28,20,40,28,47,49,8
7,25,35,16,19,28,5,17,15,28,35,11,13,10,13,13,22,40,8,40,38,30,9,38,35,29,40,21,34,17
22,44,31,23,40,25,8,12,32,24,16,7,42,8,15,6,48,36,19,23,26,48,45,7,32,45,24,26,18,28
30,17,15,41,31,7,22,18,43,20,10,9,22,19,6,17,21,20,23,28,16,35,23,17,46,20,19,13,19,40
24,39,17,15,24,45,8,41,47,29,7,40,38,25,26,18,9,26,20,19,30,49,38,43,47,41,39,34,15,12
37,47,11,40,42,7,21,6,43,44,9,37,49,35,39,28,19,46,20,48,6,50,47,20,24,16,35,10,50,22
12,35,9,5,38,5,20,32,35,23,21,24,7,30,11,28,12,38,29,34,22,47,30,18,36,24,42,17,20,23
49,36,32,32,26,20,29,29,8,26,42,23,41,43,48,36,24,19,22,15,34,16,12,30,33,9,48,10,39,16
