37,35,31,35,12,48,28,17,24,44
40,41,12,13,14,15,48,27,24,40
49,41,48,47,36,38,27,42,13,29
43,20,32,43,26,27,49,29,39,28
36,47,45,47,47,37,46,39,22,38
49,31,12,44,40,29,19,49,20,42
37,11,20,37,15,25,15,24,49,44
27,38,10,18,16,45,48,20,28,13
35,40,19,40,15,46,40,32,40,21
25,17,33,13,31,40,20,14,24,33
32,33,34,21,37,30,44,31,24,35
23,17,18,20,26,49,30,44,42,37
35,24,44,17,33,46,19,22,28,14
39,32,44,30,15,50,21,40,31,42
39,46,25,16,13,31,13,31,17,38
46,11,36,20,23,46,16,20,32,31
17,24,44,45,40,48,22,39,47,23
32,48,49,12,42,13,43,26,45,14
45,37,45,48,45,16,19,16,46,39
14,11,26,20,23,20,36,35,11,28
