2,4,11,9,8,4,6,10,5,8,3,2,7,9,1,5,5,8,6,10
12,8,1,4,4,13,10,11,6,8,6,8,3,11,6,3,2,2,2,5
3,5,10,3,4,6,5,8,5,7,10,6,10,3,6,12,7,6,3,8
4,1,4,3,3,9,9,7,2,5,7,3,3,4,6,5,10,4,2,5
7,7,9,3,2,4,9,7,9,8,7,8,2,5,5,7,8,6,3,5
5,5,2,9,5,5,6,5,5,8,3,3,3,8,9,5,10,1,6,10
5,4,4,3,3,7,6,13,9,5,7,13,6,3,4,12,3,10,5,5
3,5,4,2,7,8,9,6,3,11,11,11,3,4,8,5,6,5,12,10
4,12,3,2,8,3,5,9,5,2,6,7,3,9,5,3,2,8,5,3
5,2,12,11,10,3,8,3,6,7,4,14,3,3,4,5,3,3,3,10
5,9,3,4,6,9,9,6,7,3,4,8,4,6,2,7,3,5,4,5
8,3,2,4,4,2,10,6,5,5,5,7,9,8,4,5,6,5,4,6
6,14,10,12,8,8,5,5,9,11,3,5,8,9,4,9,7,3,12,5
11,4,2,8,5,7,4,5,12,9,3,5,13,6,13,4,8,8,7,6
11,9,2,3,2,6,9,2,4,10,4,5,8,12,4,6,4,9,9,12
7,7,2,9,5,4,6,6,2,5,12,7,2,5,2,10,6,6,10,10
12,7,2,4,4,3,2,5,7,6,4,2,2,10,5,2,3,3,4,4
11,12,8,3,7,6,2,4,3,4,4,7,7,11,5,5,5,2,3,12
4,10,5,8,14,2,8,9,2,8,4,5,3,4,4,6,6,6,4,4
9,5,2,10,10,3,12,6,10,3,5,11,8,9,4,7,5,3,3,6
