25,12,7,9,24,44,25,43,42,7,34,32,18,5,7,47,28,26,30,9,34,48,9,14,14,46,48,34,47,47,36,36,15,29,7,49,32,27,8,38
13,14,35,46,8,9,10,9,17,35,13,34,35,6,10,9,6,6,20,24,6,42,48,49,37,26,24,23,22,47,41,42,15,11,41,20,45,45,9,22
44,7,34,15,19,24,15,47,26,29,22,46,18,39,33,11,6,45,32,30,18,42,25,21,36,30,40,36,24,24,6,12,21,44,7,45,16,16,19,32
43,30,13,32,9,11,17,38,13,22,8,10,25,32,38,27,50,10,40,40,29,12,47,39,43,12,14,30,21,35,41,43,10,14,49,14,9,38,6,21
29,11,14,45,11,33,20,18,48,41,20,10,20,21,32,14,35,24,38,48,12,6,34,49,20,6,11,38,27,19,25,31,29,23,6,39,6,17,39,34
18,23,13,32,37,37,9,19,11,29,11,31,9,8,48,15,9,20,32,13,34,20,16,44,44,41,45,49,15,14,41,31,46,26,36,20,30,12,41,41
29,28,45,45,42,40,42,28,9,14,28,19,7,47,15,10,47,10,47,9,18,14,8,16,49,33,9,45,24,13,17,32,25,42,11,27,18,42,42,46
25,48,9,17,43,20,10,41,40,48,43,17,9,19,13,14,46,8,44,36,38,37,33,47,30,10,46,16,27,13,49,9,42,39,40,33,29,34,24,31
46,35,43,46,15,23,14,32,6,40,30,40,41,13,37,45,33,21,36,48,41,50,7,36,15,38,41,31,28,27,17,24,46,14,42,35,46,29,20,20
47,28,23,11,38,37,29,28,39,32,31,46,20,7,33,17,8,18,31,45,9,25,26,43,34,23,46,7,27,21,44,24,21,11,35,11,35,45,48,49
