45,26,20,28,39,19,31,32,6,25,33,26,45,41,35,35,37,46,20,8
7,30,23,12,44,20,20,33,48,25,12,13,13,6,22,10,22,48,38,46
17,44,10,44,31,49,32,42,16,43,23,43,17,19,33,10,42,40,9,49
49,29,34,36,8,16,45,48,32,29,32,14,16,20,45,6,11,40,33,32
27,31,20,49,49,29,36,42,41,41,19,14,27,45,21,26,10,7,5,5
43,50,34,29,16,9,18,46,24,8,25,20,7,42,7,37,11,28,43,17
22,25,25,5,7,16,46,14,11,42,20,40,45,28,21,47,9,16,14,31
12,11,29,14,25,44,22,50,24,16,46,35,19,26,35,11,37,41,29,22
35,43,35,40,15,8,15,29,25,21,20,6,30,35,20,47,28,5,6,7
42,27,23,13,40,8,36,46,30,6,47,16,32,20,38,10,7,16,6,29
