33,48,42,21,27,41,47,20,33,31
10,28,39,22,49,24,13,38,14,37
29,25,45,10,26,32,18,31,35,35
42,32,19,32,20,32,47,35,13,29
44,44,34,14,37,45,24,49,44,12
18,50,12,33,46,26,21,29,31,16
31,37,42,10,14,12,39,14,21,34
22,20,20,24,14,49,30,32,35,33
46,41,15,42,41,14,48,17,35,11
40,45,43,25,41,17,39,10,22,45
17,46,29,12,17,46,41,39,33,15
29,31,30,11,40,40,36,36,21,19
29,22,41,39,44,44,44,24,28,33
40,19,11,49,20,33,15,13,30,24
39,15,38,19,46,40,49,11,39,34
42,36,43,22,39,14,23,16,22,15
41,47,15,20,15,19,41,14,46,42
23,21,41,23,22,24,15,25,30,48
36,40,25,23,14,43,43,16,29,43
29,15,40,44,19,28,21,18,12,14
