16,12,9,7,16,6,39,39,9,31
26,38,9,48,46,35,50,12,14,21
15,22,36,8,23,8,50,37,34,20
41,29,29,50,47,39,37,10,5,48
11,45,26,6,41,28,43,50,30,14
40,41,41,15,10,16,11,8,41,9
24,29,15,20,15,10,29,23,21,42
14,10,13,29,23,28,38,8,43,9
26,38,20,16,37,42,26,7,46,17
46,22,37,14,16,15,27,46,39,33
6,40,39,19,22,17,20,37,36,13
26,40,26,30,24,44,29,39,11,29
47,32,7,35,14,26,7,14,44,49
14,17,16,36,42,18,23,23,10,27
32,48,14,38,16,18,42,28,23,7
44,33,25,12,42,32,31,28,37,14
36,6,28,39,32,25,31,50,42,29
8,24,39,13,48,27,19,25,30,22
30,13,30,44,23,14,38,41,34,32
25,27,43,34,20,19,27,31,24,49
