49,33,34,34,13,49,14,48,19,44,27,28,32,40,30,36,23,16,32,13,35,16,46,17,45,10,29,8,8,13
34,32,6,29,46,32,30,19,26,32,11,41,41,6,43,29,39,16,21,43,47,26,14,40,38,27,38,27,24,26
45,5,38,7,24,17,32,6,44,6,12,37,12,41,40,29,10,47,36,26,15,23,10,39,48,30,23,50,36,49
35,45,21,17,25,35,21,13,42,25,27,48,31,11,10,40,43,15,15,13,33,9,46,30,39,7,27,20,44,44
41,34,27,11,29,33,42,47,38,5,45,16,35,8,45,30,10,7,14,33,32,46,15,20,41,48,27,15,5,17
27,8,18,31,7,13,22,31,14,36,21,31,41,22,32,17,21,13,11,41,6,48,25,35,42,18,10,5,11,14
31,38,22,25,16,16,43,14,10,48,35,12,45,20,49,11,41,31,14,31,8,31,45,29,42,9,13,9,8,42
16,17,25,16,17,26,38,26,48,31,49,45,49,42,39,22,42,19,18,13,22,18,50,35,16,47,16,39,27,28
19,45,20,37,18,29,29,16,6,19,39,40,35,35,17,15,10,29,47,37,7,23,48,38,30,13,16,12,31,34
28,45,24,48,41,16,31,47,29,22,18,37,8,22,14,6,46,42,45,44,41,46,32,40,35,30,35,8,33,22
20,6,21,19,8,26,12,44,23,7,31,37,8,22,31,42,10,15,24,23,9,40,32,9,11,32,39,27,16,16
23,18,27,27,42,7,18,33,40,44,19,45,15,45,16,43,21,38,40,18,19,5,28,20,8,7,25,19,6,48
29,22,25,35,12,30,40,18,10,30,43,40,9,24,40,45,30,21,40,11,44,36,28,33,8,12,39,16,28,36
11,25,50,28,28,48,23,38,30,24,16,35,40,26,34,31,6,45,23,40,29,32,28,39,25,24,8,6,6,21
33,14,48,49,37,35,50,6,12,42,47,41,5,31,25,21,20,17,45,6,24,23,7,7,41,44,9,44,47,31
35,37,13,41,47,16,5,35,6,5,11,23,33,41,10,48,19,47,23,22,31,46,28,25,49,15,44,37,6,24
35,7,23,12,13,17,37,16,14,39,44,47,19,36,9,7,10,7,12,11,25,48,7,22,21,50,22,8,24,26
39,33,47,50,42,46,33,35,33,21,11,49,17,38,29,47,21,34,38,28,36,29,36,34,46,10,36,47,27,18
15,45,8,15,19,21,21,43,40,14,38,15,9,39,45,45,42,23,13,38,43,37,23,35,43,21,22,25,22,7
43,24,9,9,49,43,43,9,22,27,19,40,8,21,29,12,36,26,23,47,16,35,32,7,13,39,44,48,48,37
