4,4,3,12,11,9,2,5,3,10,1,7,10,5,6,12,9,4,8,8,3,8,13,2,4,8,7,10,3,11,4,3,5,6,12,4,12,8,4,10
9,5,6,6,5,5,5,8,5,10,9,7,11,4,3,6,6,5,4,7,6,8,7,3,5,5,2,6,8,10,11,5,5,5,2,7,12,2,11,9
5,10,14,3,5,5,9,5,2,5,9,6,10,11,6,6,2,12,3,5,9,4,6,8,7,9,6,3,4,6,6,3,10,5,7,3,3,5,3,7
8,3,3,3,6,2,5,10,4,3,3,6,5,3,5,4,5,10,9,4,4,10,7,4,2,5,4,4,3,10,4,4,2,3,9,6,11,8,4,12
3,12,6,4,3,7,9,6,8,4,6,4,5,5,9,10,8,5,13,10,2,9,12,6,5,10,8,6,6,2,3,10,6,3,3,5,12,3,4,13
2,6,6,3,1,5,6,9,13,4,4,5,4,6,4,6,12,5,7,5,5,4,10,8,8,11,7,3,5,4,9,10,3,3,4,3,6,4,6,4
2,8,8,2,5,8,4,4,9,14,9,4,4,7,6,4,2,5,4,5,3,12,5,7,10,6,3,8,7,5,4,2,3,4,12,5,11,5,3,3
8,2,2,6,10,7,7,6,8,11,3,8,10,7,3,8,7,10,6,6,1,5,8,3,3,3,4,11,13,4,10,4,3,7,13,7,8,10,3,5
8,3,3,13,2,5,4,6,11,4,4,4,11,2,11,5,6,11,3,5,6,3,4,5,5,4,3,4,7,4,5,3,2,4,3,8,4,3,5,2
10,5,4,4,2,7,2,4,5,4,3,9,12,10,2,5,1,11,6,4,5,3,6,9,8,6,3,4,2,14,6,2,4,6,9,9,5,7,3,2
