6,39,12,11,35,16,32,49,12,29,9,6,20,15,10,34,48,25,25,10,10,48,43,17,28,10,18,25,6,6
48,13,40,26,42,38,5,28,8,35,38,48,34,11,27,30,34,40,23,18,45,39,28,49,20,49,13,12,45,27
42,46,15,30,7,15,42,18,21,38,37,45,45,49,28,44,26,18,17,13,11,24,21,45,45,49,29,25,5,8
37,21,38,27,41,32,47,46,33,20,42,17,5,7,45,24,17,44,26,15,39,28,12,19,9,16,48,41,40,9
6,9,6,46,32,29,13,24,19,13,10,43,19,15,38,9,21,6,28,49,43,16,41,18,38,9,50,39,18,9
7,28,38,42,43,43,39,36,5,41,44,29,36,10,48,6,23,26,20,43,26,21,39,40,33,23,33,11,12,42
11,44,45,8,9,13,9,8,17,45,24,25,19,48,39,19,17,9,28,15,16,32,29,13,35,41,16,17,49,49
41,10,7,6,30,16,40,42,24,37,35,43,11,8,43,44,20,36,14,17,23,46,21,25,41,7,23,42,28,40
20,45,7,18,9,37,11,10,25,33,49,8,46,48,38,19,36,42,14,32,44,15,47,36,6,20,30,24,43,22
8,26,10,17,34,12,10,18,32,6,7,9,9,43,49,32,17,16,38,48,48,17,45,32,31,44,17,10,10,31
