45,30,26,11,17,42,14,43,25,44
43,27,40,22,32,34,12,35,21,27
29,41,23,47,12,20,39,9,13,32
12,32,30,5,29,31,6,10,5,42
17,15,38,33,19,9,45,8,24,38
23,35,42,37,26,38,32,37,27,17
41,32,23,25,26,50,38,44,18,28
14,24,43,45,9,31,19,44,29,38
41,26,21,30,9,14,41,27,41,8
39,42,29,30,20,6,39,27,45,5
49,32,12,40,37,32,49,22,37,48
12,39,28,37,16,23,44,49,21,44
18,8,34,19,15,38,23,6,35,19
37,15,33,38,34,13,46,23,8,32
8,26,41,22,13,28,40,50,28,15
28,43,35,26,16,5,23,5,41,44
43,45,22,17,16,11,32,25,15,5
10,34,41,25,30,11,23,20,35,36
13,5,30,8,50,24,17,50,33,10
35,45,23,22,10,38,44,14,28,8
