8,22,30,42,20,6,18,19,44,32,29,11,7,19,50,7,18,9,26,49
48,45,33,7,31,27,19,19,32,32,40,45,41,5,16,14,29,40,27,7
39,48,29,46,14,13,14,27,29,12,24,9,32,28,23,15,33,48,24,16
43,39,39,15,22,22,45,12,32,43,40,18,32,35,29,13,24,42,33,46
11,49,43,48,20,48,42,24,50,20,38,31,29,41,27,32,21,7,16,10
21,43,42,8,31,27,21,18,15,33,37,35,38,32,12,25,32,45,43,10
24,12,38,50,21,15,40,24,26,38,16,22,48,9,23,22,38,43,29,22
26,38,38,20,50,42,11,18,29,33,21,7,19,29,8,40,10,40,18,20
21,9,34,23,38,40,36,28,35,31,6,46,48,40,34,35,29,39,40,34
37,13,33,27,6,43,30,12,30,28,38,36,17,5,30,8,7,41,46,28
