40,47,32,32,32,50,47,45,44,18,20,22,21,22,13,38,50,38,35,21,19,48,26,22,17,34,16,35,43,29
28,46,44,33,34,44,38,23,34,36,22,32,25,22,30,46,37,27,19,42,40,47,30,18,40,21,32,44,20,34
41,34,39,25,35,48,27,12,34,37,29,20,46,46,19,34,26,13,38,24,22,33,11,23,39,15,45,46,36,24
39,46,17,45,17,26,16,24,26,14,13,33,41,29,27,37,30,22,38,28,43,38,26,44,38,21,49,41,47,23
27,36,20,20,20,27,30,29,27,26,17,39,20,50,34,16,41,29,22,36,24,22,39,43,46,29,19,37,49,25
32,26,33,27,36,12,18,27,32,30,18,24,16,20,39,43,12,22,21,50,38,27,17,41,11,26,33,36,22,49
30,16,22,46,46,47,37,35,47,26,27,28,29,39,16,40,32,20,39,39,46,14,37,39,14,10,31,19,40,20
25,44,22,26,32,35,33,49,41,33,31,36,45,45,29,42,16,26,41,17,12,26,14,34,17,17,24,13,16,35
42,17,27,31,33,34,47,42,15,25,31,16,17,37,24,44,14,13,19,13,31,23,44,46,20,46,18,28,45,44
35,36,47,38,39,15,19,38,48,50,36,13,50,30,25,26,11,37,47,43,47,40,28,18,25,19,41,16,49,49
