45,24,33,27,37,49,32,20,47,19,47,24,24,20,11,11,47,40,5,44,49,47,15,29,35,46,38,40,28,7,37,37,17,7,28,30,32,39,6,16,32,43,45,33,18,26,25,38,43,7
15,27,45,44,46,21,12,13,39,6,24,40,10,44,37,27,5,37,24,41,46,40,44,36,25,18,45,48,24,33,9,28,47,27,24,34,38,26,38,5,30,18,17,23,45,36,23,10,46,34
8,37,37,20,17,16,47,41,44,11,25,16,43,9,37,33,42,31,39,21,19,34,14,44,37,32,24,11,31,34,18,42,28,21,12,48,48,18,46,11,11,50,18,21,38,45,47,23,41,16
38,49,33,6,31,33,29,38,21,45,8,28,31,41,33,32,27,41,36,43,25,30,43,13,28,18,32,17,31,36,37,40,28,24,15,30,9,19,44,31,39,6,20,42,5,19,31,34,50,12
42,7,16,28,45,45,18,33,26,26,13,9,8,23,25,27,34,10,33,36,20,17,47,19,9,39,33,19,42,33,5,35,42,26,34,32,19,40,8,8,25,17,12,23,46,39,15,7,22,43
12,35,26,19,27,5,36,6,12,31,17,13,27,11,10,26,32,39,25,11,46,26,36,49,49,30,21,49,33,28,14,11,12,10,46,15,19,35,16,5,36,24,47,36,47,14,44,17,34,30
9,15,11,14,26,42,29,29,19,44,25,27,32,21,29,13,9,34,26,6,7,39,11,28,19,36,39,17,22,42,46,14,42,26,47,20,19,18,20,26,12,24,22,17,8,17,49,13,44,32
15,31,35,11,23,12,25,40,17,39,46,15,12,38,11,20,8,7,25,9,12,32,29,41,29,21,38,16,25,27,39,13,11,28,12,14,27,34,17,42,38,30,37,7,25,21,41,36,21,12
14,37,11,37,8,15,6,16,24,14,30,39,44,5,44,22,10,15,7,37,12,42,12,23,7,33,47,29,5,45,33,17,29,17,26,32,17,15,39,12,44,18,40,46,18,35,36,21,29,28
15,27,41,44,27,26,12,28,46,18,21,26,14,13,25,16,50,12,50,38,18,17,19,22,45,23,43,42,39,14,23,44,19,30,21,28,36,14,47,26,35,17,24,39,24,36,41,43,13,37
