10,46,34,24,47,33,12,21,27,17
48,35,25,11,10,12,17,36,30,37
18,14,42,12,42,12,15,31,27,23
29,12,46,27,24,14,15,33,29,13
15,14,30,14,11,31,27,12,39,32
17,48,47,42,29,33,23,21,16,48
16,47,28,32,47,20,48,45,23,12
11,49,42,34,10,44,11,38,47,23
23,16,45,37,32,33,13,45,29,20
45,17,47,46,31,40,28,50,28,17
13,31,40,22,25,32,15,50,47,28
49,32,39,49,42,34,41,18,49,18
49,17,15,37,11,32,39,34,30,13
39,42,10,19,27,49,20,35,19,45
23,28,48,17,29,38,37,39,28,16
10,21,42,12,43,34,20,13,33,33
22,33,45,29,31,14,36,21,50,16
17,20,41,47,34,45,20,36,42,35
17,20,27,45,43,18,24,25,24,25
13,49,48,34,23,24,36,40,35,30
