32,19,42,17,44,22,13,35,47,36,40,41,31,30,36,30,39,19,17,49,49,24,23,19,17,50,32,18,25,45
26,16,44,18,20,17,23,43,10,23,18,28,45,32,22,33,44,25,19,27,33,19,44,16,16,43,21,48,24,45
17,20,46,42,24,19,12,19,41,21,46,49,19,27,17,13,37,45,46,12,30,21,30,11,19,17,43,26,40,16
45,37,15,43,31,43,40,41,37,27,37,49,27,49,20,20,13,38,36,39,36,11,16,44,39,14,37,43,46,29
31,21,47,46,39,37,21,21,38,16,39,14,42,12,29,20,33,22,19,28,27,12,48,39,16,12,39,50,18,14
24,22,48,44,45,48,34,15,44,25,44,43,40,19,37,33,24,13,15,45,47,20,30,24,33,33,41,15,36,37
37,31,37,26,39,15,20,28,42,31,15,30,25,41,25,13,17,49,32,19,24,50,12,49,36,45,17,20,32,29
22,42,11,22,48,16,26,40,16,27,42,34,28,26,15,40,17,42,33,38,30,40,38,34,17,21,38,26,35,40
48,18,24,40,11,26,33,34,28,12,48,26,13,23,26,24,11,47,36,19,15,25,41,49,42,22,45,42,20,20
38,11,40,48,39,41,16,23,12,42,49,23,48,40,19,19,38,28,26,31,21,36,11,40,43,41,14,22,17,37
