16,16,44,48,38,13,43,11,11,38,28,43,28,20,18,46,16,38,9,20
34,13,12,47,17,19,50,35,33,26,33,34,13,31,10,10,31,10,38,25
31,49,45,28,49,49,26,5,47,46,43,38,10,18,38,26,36,10,46,7
12,28,35,18,36,46,21,42,6,14,37,43,16,49,38,39,14,33,28,46
39,19,9,11,46,37,18,20,19,21,17,33,17,37,13,24,35,45,34,30
37,19,42,48,20,9,40,46,46,46,28,9,41,30,10,41,13,14,8,40
27,32,14,10,33,16,30,36,48,18,6,33,48,44,15,18,26,8,43,41
24,10,27,28,43,26,8,41,11,14,43,29,46,42,37,9,48,27,29,26
30,36,35,15,6,26,21,33,21,41,46,28,34,14,32,33,14,19,26,27
13,49,33,9,15,45,47,19,49,39,6,12,17,41,47,20,12,32,5,21
