5,5,5,4,13,5,3,4,9,4,5,12,5,7,6,4,11,3,3,8,9,7,5,3,3,11,7,2,7,6
7,4,11,4,4,5,6,11,2,3,2,7,11,7,5,4,7,6,4,5,4,5,11,3,3,6,3,9,4,11
2,3,6,4,4,5,3,3,7,6,10,7,4,6,3,2,4,10,6,3,3,3,4,2,5,4,9,4,6,3
12,11,3,10,8,5,8,12,6,8,5,7,6,5,4,4,3,10,6,11,5,2,4,7,6,3,4,12,11,7
4,4,14,11,8,5,6,2,8,3,6,1,8,3,7,5,5,5,6,8,5,2,11,5,4,3,4,9,4,2
3,6,11,11,11,13,8,3,8,4,10,10,6,5,6,8,4,3,2,11,10,4,5,3,7,3,12,3,10,11
5,6,9,3,4,4,4,7,4,7,2,8,4,9,4,3,5,7,6,2,2,14,2,11,11,7,4,4,5,9
6,10,2,3,14,2,7,10,2,3,9,6,5,7,2,9,4,11,5,6,4,7,11,7,3,6,9,5,5,12
10,5,5,11,2,8,8,7,6,2,7,6,2,5,4,3,3,6,4,6,2,4,6,7,10,3,11,7,4,6
4,3,10,5,11,10,3,4,2,6,7,5,14,8,3,3,11,4,6,7,6,9,2,6,9,8,3,5,3,5
