10,28,37,46,5,18,28,42,35,28
35,22,22,42,9,10,46,15,50,26
34,29,10,23,23,13,45,38,45,42
50,28,6,43,18,29,39,9,43,8
22,32,49,31,13,33,42,49,22,25
8,35,11,38,39,46,15,44,6,36
24,10,22,11,38,39,23,35,7,17
8,42,9,15,29,21,50,34,25,19
8,8,37,19,32,7,34,25,17,46
23,33,39,42,43,45,8,7,32,15
50,41,39,7,7,36,12,40,8,47
47,7,33,7,42,8,39,30,18,39
34,43,28,36,39,17,10,22,39,20
13,31,22,32,40,31,8,30,46,31
20,41,22,40,6,13,8,8,36,50
6,44,20,22,7,37,11,9,9,28
38,46,27,20,20,26,24,45,10,17
27,14,31,31,48,23,33,29,38,12
13,25,17,41,40,42,30,26,17,37
13,17,22,30,33,42,7,17,13,32
