25,16,45,31,20,35,44,11,23,41
42,42,42,22,11,18,43,49,20,25
16,15,38,35,21,42,16,44,10,11
13,18,28,48,32,34,20,45,37,18
30,36,48,27,40,45,15,29,24,45
12,27,45,22,35,29,35,36,43,42
13,19,17,47,29,29,20,32,40,24
45,43,23,30,36,31,26,48,24,17
23,48,25,16,18,40,17,39,31,13
23,47,23,18,37,44,32,21,13,47
22,33,44,36,45,25,20,33,43,22
12,33,28,34,12,49,50,45,16,29
24,12,25,12,29,43,20,42,14,13
33,24,41,13,36,34,38,46,13,44
27,11,27,39,28,38,27,14,38,31
41,24,17,27,23,11,15,35,16,20
26,23,26,24,13,48,49,32,24,45
30,12,29,15,25,20,32,50,38,36
13,22,20,17,15,27,44,22,40,20
25,14,11,29,23,29,17,23,36,38
