38,15,29,11,21,46,50,17,49,16,14,30,13,12,21,23,39,18,42,49,21,40,21,12,14,17,45,32,40,22,40,24,12,42,29,18,17,26,16,14
15,43,48,24,34,27,23,21,23,29,11,45,32,23,33,32,39,11,15,25,45,32,31,15,33,17,33,32,33,34,34,43,34,18,28,15,45,38,40,24
37,36,13,36,19,29,43,43,48,46,34,43,37,40,32,18,44,12,49,33,16,19,14,18,27,27,14,42,13,35,45,31,19,42,20,27,33,40,26,33
30,35,30,46,38,32,39,37,15,44,13,28,11,41,24,39,39,30,50,44,25,11,44,42,31,49,47,47,34,39,33,39,41,15,24,11,40,12,20,11
37,49,28,16,24,28,28,48,38,29,37,22,26,17,24,47,12,12,11,15,27,28,24,24,21,11,34,43,42,12,47,12,46,42,14,36,19,19,30,12
15,42,49,18,41,32,41,13,41,27,31,11,29,35,44,45,26,43,28,12,33,26,13,20,28,18,33,39,23,50,39,17,50,38,41,41,31,39,10,41
46,41,20,36,40,19,23,45,15,13,12,14,36,32,22,31,43,21,26,41,27,35,10,23,28,45,24,27,48,24,28,34,47,12,14,27,28,36,47,16
47,35,11,13,23,27,27,12,46,17,50,23,29,12,47,40,13,49,33,21,35,39,28,49,38,48,35,20,11,18,11,22,38,43,18,24,19,16,39,11
16,38,32,25,28,27,34,13,49,38,42,44,25,46,17,25,28,21,23,15,50,33,14,14,13,17,27,37,23,27,44,33,45,35,49,23,33,34,22,44
44,35,12,33,44,31,24,45,13,22,38,23,33,17,32,37,12,29,49,36,25,44,49,27,38,34,23,28,27,20,44,35,28,11,37,45,35,18,25,16
