9,3,4,4,9,4,2,3,6,8,12,1,7,4,10,5,8,9,2,8
5,3,14,7,11,4,8,11,5,4,5,5,9,2,2,6,9,7,3,4
6,3,13,6,10,4,4,8,10,4,9,8,5,8,5,4,11,2,6,9
5,2,2,6,6,10,9,4,8,7,4,2,3,3,4,8,8,6,9,1
6,3,5,2,1,8,3,3,3,4,6,6,6,11,6,2,8,9,3,4
6,4,6,3,11,11,2,6,3,6,8,5,4,8,7,7,1,3,3,8
2,12,7,9,1,4,5,6,2,7,7,9,6,8,5,2,2,7,12,4
7,3,7,3,2,2,6,13,10,4,8,2,6,6,3,3,5,12,11,3
8,10,13,3,5,5,4,6,3,7,8,10,12,11,5,7,3,11,4,14
1,12,7,2,5,7,5,3,10,8,4,7,5,9,3,3,7,9,8,5
4,5,6,4,8,5,3,12,4,3,2,12,2,3,6,4,4,11,5,6
10,5,5,5,7,3,5,8,6,2,11,7,2,7,2,5,3,3,2,2
4,5,6,2,4,3,6,9,10,13,1,12,10,3,8,3,8,13,3,5
10,4,13,4,5,8,3,4,8,10,3,5,5,6,2,4,4,4,5,5
6,6,11,6,7,4,9,2,4,7,2,3,2,7,4,5,9,2,5,8
10,6,3,12,6,4,10,10,5,12,2,6,4,4,6,6,5,4,2,2
6,4,3,2,6,8,12,5,8,4,6,3,4,5,7,9,5,8,6,5
7,10,4,4,12,11,13,9,4,4,3,8,1,11,5,9,4,9,4,5
11,7,2,5,10,3,2,9,10,4,6,7,8,3,5,7,7,5,8,11
4,3,2,13,7,6,4,7,3,7,4,6,10,8,9,5,4,10,8,4
