31,10,28,24,40,24,13,29,30,48,45,10,25,32,34,22,38,36,18,34
21,21,47,25,43,15,40,41,45,15,45,45,35,10,15,37,39,31,25,14
28,20,46,25,42,14,38,35,41,32,34,48,26,27,31,16,46,12,29,46
47,11,12,24,23,48,34,40,42,29,35,14,18,15,14,29,44,40,38,12
33,25,25,19,11,46,26,18,11,16,30,23,27,42,30,11,45,35,14,16
21,31,32,16,36,45,23,45,21,33,37,34,25,49,30,43,12,21,11,42
20,46,42,35,12,26,20,24,11,34,31,41,33,34,31,11,16,31,42,34
25,14,30,15,14,20,22,45,48,19,48,13,43,28,22,12,50,39,44,11
48,39,46,21,17,29,38,43,11,26,29,37,42,44,29,43,16,40,19,49
11,49,50,12,29,27,31,13,38,45,15,28,32,41,27,21,35,35,28,25
36,37,31,20,28,32,33,50,18,15,14,49,15,18,44,24,36,42,21,41
39,23,24,22,25,15,38,31,21,14,49,25,12,25,17,17,15,29,14,11
25,19,27,13,20,13,21,34,47,45,10,43,34,22,33,16,34,48,15,20
39,26,46,30,31,38,28,37,49,38,24,22,23,36,13,39,14,40,40,20
29,49,44,26,34,34,30,11,33,46,16,21,15,47,19,17,41,13,43,48
36,29,17,42,40,28,41,35,33,42,12,26,37,16,27,30,49,36,15,12
42,16,15,10,32,32,41,24,29,14,33,31,17,29,26,43,36,31,43,21
42,34,18,35,47,40,47,46,32,26,17,48,11,37,32,30,22,37,25,24
42,44,13,25,36,16,10,33,47,39,49,34,31,29,20,27,29,29,45,46
25,25,11,45,39,39,32,42,24,27,40,32,40,32,42,34,31,35,32,19
