6,6,14,4,4,6,6,12,7,7,3,8,2,4,6,5,4,7,6,8,7,1,1,10,5,12,2,4,12,6,5,13,7,4,6,10,5,12,7,3,10,2,7,8,5,7,3,6,4,6
11,7,2,3,4,4,7,3,6,9,2,6,2,3,3,3,4,11,3,4,7,8,12,2,3,6,7,9,3,3,6,4,8,6,2,5,10,11,3,8,7,7,4,3,3,3,3,11,8,3
13,3,8,3,4,6,3,6,6,6,5,5,3,5,13,6,3,8,4,7,3,3,10,12,6,4,6,7,5,5,8,6,7,3,6,4,4,6,10,5,5,3,6,12,3,4,6,8,5,10
12,4,13,5,5,11,8,7,5,12,5,9,6,1,5,8,4,14,10,3,9,5,10,5,10,5,10,8,8,4,5,2,8,3,2,3,5,4,5,6,6,4,11,11,8,6,6,10,11,2
9,12,2,2,5,6,11,4,12,7,9,4,1,5,8,9,5,7,3,4,11,4,3,9,9,5,3,7,4,8,5,4,5,2,8,2,5,11,6,10,12,8,3,6,7,5,3,8,10,6
3,4,3,7,6,9,7,7,3,8,2,10,7,7,6,5,2,5,5,7,5,6,8,9,4,3,7,13,8,4,12,2,3,3,5,8,5,3,10,2,5,8,4,11,6,3,5,14,6,7
9,3,3,2,9,3,10,8,9,5,2,8,7,8,8,5,5,4,6,5,3,4,4,4,4,6,3,7,9,2,4,11,2,7,7,5,4,5,8,10,6,2,7,5,5,6,7,9,5,5
2,7,3,9,9,4,6,6,4,7,9,12,10,3,12,2,3,9,7,5,4,4,3,11,6,3,5,4,8,9,10,4,10,5,7,3,2,3,2,4,3,13,9,3,1,4,6,3,2,5
5,1,6,7,4,4,7,13,9,9,4,4,5,6,4,3,7,5,10,4,6,7,3,7,9,7,9,3,7,1,9,9,4,6,5,3,8,2,6,5,7,5,6,9,11,9,3,4,4,8
2,3,2,12,7,2,4,10,6,5,5,8,8,2,3,4,5,3,10,8,6,5,6,8,3,5,3,11,5,12,2,7,3,5,5,8,4,7,6,7,4,3,2,5,5,2,8,4,7,4
