6,6,3,13,6,13,8,10,5,3,10,3,5,3,10,8,5,3,3,3
3,3,3,7,3,9,4,7,3,4,6,5,5,4,7,3,3,4,8,6
5,2,5,5,8,4,3,4,2,4,12,2,7,9,5,7,2,3,5,4
5,5,5,7,6,7,3,11,7,11,5,6,5,7,6,5,9,4,3,5
3,1,4,2,3,4,4,4,5,4,9,4,5,7,4,5,12,6,7,6
4,5,2,5,5,2,7,4,6,10,4,5,6,6,4,2,12,10,2,3
9,3,3,2,7,7,6,5,2,8,2,6,8,9,2,5,12,2,9,5
4,4,4,7,5,3,4,5,6,8,9,8,4,3,9,3,2,10,7,9
8,7,8,5,4,5,1,2,7,8,3,10,8,6,10,4,7,6,11,3
4,7,6,2,8,7,10,3,6,8,5,12,3,4,5,13,3,5,8,8
4,8,6,7,4,2,4,6,10,3,6,12,4,6,4,2,4,6,7,4
13,2,12,11,9,7,2,9,7,2,4,3,5,4,5,2,5,3,2,4
4,7,11,2,9,9,7,2,9,6,8,9,2,6,6,5,9,4,4,7
5,7,4,5,5,8,8,7,6,3,5,11,9,11,1,3,4,11,7,7
5,12,7,5,6,13,3,7,3,7,3,4,5,9,9,4,3,10,5,7
14,8,1,2,10,2,4,7,5,6,8,11,13,5,5,4,7,2,4,7
6,3,9,11,6,9,2,10,12,6,3,4,2,5,6,8,12,5,3,6
7,5,8,7,3,11,6,3,2,13,9,7,3,4,6,5,4,3,4,5
3,4,12,2,8,3,5,7,3,8,4,2,5,10,2,4,4,5,6,2
3,3,8,6,4,3,6,4,6,3,5,2,4,8,3,2,5,4,3,3
