48,35,12,6,6,33,35,15,50,20
28,5,35,6,33,47,5,35,7,41
24,29,15,9,25,25,46,47,49,30
34,18,26,39,43,30,23,26,20,21
18,34,21,42,30,28,13,9,39,48
15,46,35,31,24,30,19,32,37,44
45,26,28,8,46,49,40,28,44,44
6,9,17,42,10,7,12,9,19,38
21,38,10,38,28,39,48,42,14,17
7,9,16,41,30,29,14,47,29,40
43,49,18,9,34,18,7,34,36,7
31,25,9,22,13,47,33,7,33,49
24,26,44,43,21,47,20,25,10,15
25,25,15,11,6,28,44,15,14,12
48,41,50,18,44,5,14,18,32,14
21,30,43,45,9,26,33,31,18,10
43,25,34,48,22,36,31,6,22,21
19,24,50,45,16,45,16,31,15,20
44,41,12,6,9,45,12,49,21,13
24,48,33,14,35,49,32,13,31,42
