23,45,45,21,27,45,34,30,41,12,20,36,32,13,33,19,19,38,11,17,18,14,39,14,48,14,40,36,26,44
39,24,24,31,48,41,28,17,29,26,33,11,34,11,13,13,49,32,23,37,38,47,18,28,19,17,40,34,23,23
46,18,49,32,25,13,22,42,18,15,13,46,23,39,19,25,11,18,42,45,29,16,32,18,11,22,38,50,42,27
40,10,48,33,29,50,36,27,15,16,50,17,21,40,22,14,38,24,35,20,15,15,28,48,36,34,37,46,20,36
40,49,31,21,20,25,40,38,42,26,46,48,12,24,47,16,41,14,36,37,11,21,40,35,18,27,23,26,12,46
38,16,48,46,38,10,35,13,31,13,32,12,47,32,19,30,10,36,28,32,50,42,28,34,32,22,18,47,15,45
30,48,39,16,34,14,15,41,44,42,50,23,18,34,15,45,20,34,15,22,43,28,23,22,13,41,46,44,29,10
13,47,34,27,11,19,16,11,25,29,45,43,43,35,37,23,43,38,44,25,29,32,33,22,45,25,42,37,28,46
47,38,32,22,28,44,10,17,11,46,46,47,35,23,19,44,13,36,43,37,18,35,25,36,44,15,17,48,34,38
43,42,39,38,39,31,14,27,10,40,23,49,46,47,33,40,29,15,42,47,27,36,34,31,35,28,18,47,13,35
46,43,48,16,30,35,10,20,15,18,31,37,23,26,23,21,30,18,24,42,16,14,43,27,20,20,41,49,24,35
28,44,25,45,47,47,39,43,50,34,17,26,35,33,44,28,18,47,45,43,38,17,35,28,26,29,32,33,39,17
46,14,20,39,39,39,29,25,22,12,27,22,25,20,26,34,40,44,27,32,49,14,10,22,30,48,21,40,48,10
23,44,14,45,30,27,19,24,18,14,20,30,22,35,30,13,14,20,32,29,29,37,48,30,43,22,24,33,29,36
28,16,46,41,18,28,30,11,45,43,32,31,40,10,41,11,42,36,43,22,23,28,45,44,38,16,49,42,40,27
15,19,27,49,46,24,24,30,47,38,15,40,16,32,19,43,19,47,23,47,44,40,30,35,23,43,42,34,49,13
12,20,40,14,41,39,44,21,39,41,49,34,18,23,48,43,39,28,15,18,13,30,28,32,49,40,18,38,48,22
11,36,28,38,24,20,44,10,26,14,13,24,29,42,27,40,39,33,30,35,32,35,45,21,45,13,32,34,49,26
38,39,38,42,20,26,47,48,30,35,29,46,41,16,28,33,10,34,25,29,32,33,36,48,23,17,23,15,45,40
45,30,36,32,48,22,14,36,18,42,31,22,31,11,20,37,49,21,34,49,16,43,50,47,13,20,49,19,15,37
