14,41,39,33,10,29,22,28,42,46
17,20,32,24,36,28,22,31,32,40
48,33,22,48,40,44,22,13,11,34
23,34,28,24,38,21,31,38,12,49
29,14,14,30,34,34,19,45,43,23
19,43,47,50,36,39,48,40,16,43
39,37,45,41,32,44,11,25,17,47
29,36,29,36,23,11,20,37,47,42
14,12,31,37,16,13,25,33,31,19
33,29,46,22,40,49,31,35,20,33
47,48,12,27,34,33,43,31,48,45
45,38,17,35,44,12,31,21,25,33
39,42,26,41,32,45,18,16,34,25
45,38,12,16,47,37,13,48,41,12
29,25,47,15,11,43,18,14,35,46
47,26,25,42,14,17,29,23,30,15
43,44,32,25,26,44,39,41,15,16
23,41,31,13,26,44,45,38,14,44
38,26,27,38,23,39,33,32,33,32
34,27,28,41,28,12,15,11,32,46
