50,27,26,40,11,44,25,46,22,38,12,47,24,15,49,36,48,23,19,49
48,41,37,28,30,19,37,47,14,46,16,34,47,35,33,29,29,47,43,47
12,36,15,32,37,32,17,23,13,47,50,25,47,21,42,26,33,27,22,33
38,43,17,13,16,25,30,22,19,21,42,20,14,47,31,44,21,31,49,36
31,11,31,15,47,36,48,46,26,50,14,38,32,37,48,26,25,42,26,41
14,39,49,47,32,39,33,41,12,19,49,19,38,20,30,32,29,24,23,42
25,32,19,25,36,16,42,12,20,26,22,30,14,41,37,28,35,32,27,38
48,49,30,28,42,21,27,33,33,43,34,12,40,35,31,32,41,42,18,28
18,13,29,25,30,12,49,46,48,41,27,39,41,31,26,33,30,37,17,18
43,37,21,32,45,12,39,39,37,27,44,14,12,37,45,49,17,37,37,28
