36,15,34,15,25,26,46,30,26,33,48,14,32,49,43,34,39,40,31,24,34,34,14,33,29,46,15,22,38,23,30,11,37,12,27,27,40,13,44,41
26,29,34,41,43,22,13,38,37,24,39,19,35,12,50,22,34,37,40,12,26,19,17,23,31,49,14,20,16,34,30,48,42,11,15,18,33,34,44,18
48,35,17,29,11,25,35,33,40,45,16,19,37,17,15,42,25,46,46,11,30,28,22,46,33,49,39,40,33,10,41,48,48,25,36,44,20,31,30,36
49,33,44,27,10,23,35,36,30,31,23,47,48,50,16,13,45,44,32,21,38,17,40,33,19,20,49,17,21,22,14,20,42,17,43,43,15,34,37,46
26,12,17,37,12,22,40,37,31,33,36,28,47,18,20,35,14,34,44,48,30,43,43,46,30,43,30,26,25,27,21,10,30,47,40,49,27,44,32,19
31,43,45,24,38,31,49,45,21,15,46,18,19,31,19,49,28,38,41,47,30,45,18,45,32,25,33,48,11,27,14,43,48,19,11,15,26,42,46,29
46,34,47,21,50,18,33,19,22,14,40,25,30,22,40,26,37,11,49,40,37,12,22,15,14,26,49,40,43,41,25,14,25,27,23,47,18,43,30,35
15,33,17,15,38,35,24,35,28,23,26,25,39,42,40,32,25,38,48,48,41,32,49,49,42,41,48,35,41,27,41,33,18,37,23,49,27,10,46,14
14,37,47,35,39,16,14,41,16,16,28,15,11,17,47,47,41,39,23,36,47,22,35,35,44,35,39,31,12,31,29,35,28,43,38,40,38,48,42,28
18,32,24,26,23,15,39,18,39,18,16,33,14,47,47,11,14,29,26,13,10,19,49,13,21,24,26,30,10,39,46,48,25,31,15,33,36,46,12,16
