8,8,35,32,45,38,17,19,31,47,22,28,33,10,31,27,16,44,29,11
26,46,44,39,46,34,36,38,19,42,8,17,24,38,20,27,15,40,46,5
19,35,34,26,36,11,36,6,7,20,33,45,26,29,34,29,19,12,40,20
30,9,47,21,27,6,39,16,20,22,7,33,39,6,36,7,6,28,38,11
50,9,9,5,6,16,46,20,39,33,18,48,36,35,23,42,5,33,37,32
39,22,21,29,8,41,31,6,29,31,23,25,17,6,31,36,9,20,30,19
28,40,47,45,49,44,30,18,46,40,38,10,7,16,48,49,7,45,7,19
42,21,36,8,36,23,11,42,45,8,30,10,9,38,29,25,12,26,32,25
22,28,29,8,34,6,35,23,20,32,31,19,37,9,22,42,36,36,22,49
29,7,9,37,31,14,25,37,34,13,29,6,28,17,45,36,11,26,45,32
35,20,14,27,27,42,13,35,38,7,33,46,33,25,30,11,20,30,33,43
50,36,13,19,12,26,21,35,37,36,6,45,12,29,31,13,43,32,8,41
23,42,22,49,25,31,49,33,11,10,27,16,32,44,25,33,27,39,8,5
31,34,42,16,16,37,28,35,39,47,32,41,40,46,27,25,14,44,41,46
34,23,6,22,37,42,34,35,28,24,7,31,11,24,26,40,10,8,38,48
45,21,31,49,9,9,50,16,33,12,14,11,5,26,16,12,46,46,37,13
42,27,9,40,20,8,22,19,43,36,41,23,8,41,7,45,31,44,15,13
10,21,33,27,11,24,50,38,26,36,7,22,11,39,19,39,12,27,44,34
36,7,41,33,35,10,42,27,43,7,40,34,38,46,44,28,32,45,31,9
29,21,38,29,29,39,29,32,20,39,18,41,15,10,33,30,19,20,16,39
