4,7,4,5,4,5,8,9,10,6,3,2,8,4,13,11,4,8,10,6,3,4,4,5,3,2,9,3,11,3,13,3,8,4,10,3,4,4,5,7,6,6,2,2,5,4,6,4,9,8
5,7,7,3,7,8,2,8,12,6,8,13,5,6,12,8,3,7,6,8,2,3,9,7,8,6,9,3,5,8,4,9,4,11,8,8,5,5,9,7,5,13,4,5,3,5,4,4,2,5
6,3,13,11,7,9,6,3,10,10,11,7,11,4,3,6,4,11,9,10,2,3,6,5,6,6,13,6,13,2,10,11,5,6,12,8,9,2,3,6,3,6,11,8,5,10,6,2,2,9
6,6,4,6,2,6,3,4,5,9,5,14,2,4,5,4,4,9,4,10,11,8,1,3,4,6,6,3,3,4,5,7,6,9,4,6,4,6,6,4,7,3,8,4,4,5,7,5,2,9
7,5,9,3,7,8,9,5,8,10,2,7,5,8,4,10,9,7,4,5,7,4,3,12,4,3,4,10,9,5,9,3,2,7,5,5,8,12,4,4,3,2,6,3,11,3,7,7,4,3
4,4,11,6,4,7,9,3,5,5,7,3,2,8,7,4,7,8,5,1,2,4,6,12,7,11,11,5,9,6,3,6,11,12,4,6,1,8,2,3,7,3,3,5,6,3,9,4,8,8
7,5,7,12,5,5,13,7,5,6,3,6,5,2,3,5,11,13,7,13,3,3,12,6,5,4,8,3,2,11,9,6,5,2,3,4,9,5,3,4,12,4,8,4,3,6,6,10,10,3
4,9,3,6,7,11,12,9,4,8,7,12,6,4,6,2,5,1,4,13,10,4,4,10,5,8,10,4,8,10,3,7,5,7,3,2,2,11,3,5,10,3,9,3,3,10,9,3,5,5
12,5,3,9,2,10,6,5,3,2,5,4,7,5,7,5,2,4,8,7,3,4,4,4,11,4,7,5,7,6,11,6,10,3,5,4,8,11,5,5,9,5,6,5,5,4,12,3,9,4
4,6,9,2,5,12,2,7,5,5,9,7,10,8,3,11,4,3,4,4,7,5,12,3,5,7,4,5,5,8,10,6,6,4,4,11,8,5,5,5,5,7,5,8,3,4,9,5,6,6
