24,47,15,10,12,27,49,47,13,25,14,11,31,37,17,19,43,48,12,19,11,34,13,42,22,46,10,17,42,23
26,47,42,14,36,27,45,29,27,30,33,45,11,47,45,40,24,11,42,42,48,13,18,41,44,36,40,41,16,44
17,43,35,34,25,37,38,21,14,38,42,23,47,46,34,39,34,45,32,12,20,18,23,29,39,12,18,42,42,46
43,44,21,46,40,35,27,22,37,40,14,12,22,37,16,29,35,41,44,45,39,32,32,26,20,23,44,25,35,46
18,31,13,23,12,13,17,10,32,13,41,11,37,35,36,28,49,12,27,17,36,20,47,38,40,49,37,34,19,12
33,46,23,15,22,49,34,43,48,20,11,21,10,23,27,18,45,25,10,28,47,34,42,38,49,39,38,31,44,13
36,15,29,40,27,43,29,37,45,25,14,12,48,46,38,12,39,45,20,17,26,29,26,40,14,19,17,40,46,39
16,19,43,30,49,15,41,45,27,40,45,19,33,25,19,27,30,38,47,32,38,48,37,12,29,14,42,15,31,46
46,15,29,33,17,48,40,22,39,14,39,21,15,11,12,13,19,32,36,33,28,23,36,29,16,11,45,31,40,11
43,17,33,13,28,27,45,14,14,46,11,37,11,24,24,32,17,19,22,40,17,18,30,37,40,10,26,18,26,30
39,23,15,14,31,13,35,26,31,28,44,21,26,43,31,42,19,27,36,13,36,30,50,15,39,33,38,44,16,14
27,46,12,37,14,39,38,35,49,37,24,39,19,34,29,43,31,40,32,14,19,31,40,47,25,36,38,18,29,15
33,30,41,49,18,33,34,31,22,49,13,21,47,34,21,30,36,29,36,16,22,50,26,26,19,42,35,37,15,45
27,21,37,41,16,29,12,19,29,37,17,28,45,18,45,30,21,30,47,40,47,13,24,44,22,19,38,35,34,33
26,28,24,20,22,42,37,19,23,31,19,32,22,20,38,36,46,38,11,39,14,16,42,33,11,41,40,39,43,31
23,33,36,40,45,44,25,36,50,29,36,42,32,12,20,34,32,48,17,15,18,17,42,36,12,11,19,45,41,11
27,13,38,42,39,27,45,11,12,13,17,25,19,18,29,21,19,38,20,19,12,41,37,12,44,18,23,25,27,22
49,28,47,31,18,13,37,14,11,39,42,50,41,25,29,11,29,40,28,16,49,16,35,16,19,34,26,12,23,36
28,23,11,45,22,47,16,45,20,37,18,44,44,26,13,43,28,29,49,12,41,22,22,37,36,20,14,48,12,15
21,24,47,42,21,23,35,10,14,35,26,21,31,13,38,42,26,30,15,18,34,33,23,44,30,33,29,12,37,48
