13,8,44,20,33,25,37,15,14,22
40,25,35,5,20,26,7,46,10,32
11,32,49,24,34,14,15,48,25,48
36,10,43,14,27,12,40,40,7,28
32,19,16,42,50,33,14,48,13,34
44,16,24,44,42,5,28,8,36,20
15,7,24,29,41,24,18,10,36,9
41,16,29,38,34,45,33,47,12,39
43,18,41,24,21,33,48,49,37,16
21,22,13,8,30,49,44,33,5,42
40,27,11,25,28,21,6,46,34,49
48,27,12,23,38,16,21,15,45,31
13,18,27,8,20,42,24,43,35,31
32,14,49,36,8,46,19,32,36,13
34,18,43,34,14,14,26,13,30,45
29,5,9,40,19,7,29,16,44,45
17,42,40,31,38,15,38,26,44,36
11,22,19,15,10,16,32,38,14,42
37,46,6,31,35,15,30,16,36,30
33,32,31,20,33,32,42,23,45,20
