6,7,41,40,34,18,47,35,38,34
48,27,32,15,19,18,47,23,46,9
43,36,19,27,28,47,42,37,38,15
25,35,5,40,45,39,47,13,30,28
22,32,35,13,31,18,28,38,41,12
9,13,7,25,6,18,26,34,49,21
37,14,37,26,28,27,17,41,42,47
33,11,25,12,45,28,21,44,10,49
29,20,33,10,43,35,5,20,17,42
39,14,25,45,24,21,37,47,49,16
8,24,15,19,34,50,16,22,26,22
20,15,8,28,35,42,24,7,33,23
49,43,44,35,48,34,15,14,6,18
43,5,37,47,30,14,18,38,35,49
36,41,38,45,9,9,50,31,28,14
39,33,34,8,43,23,29,42,42,24
23,14,8,21,21,25,31,35,49,20
46,16,8,35,40,9,24,15,47,38
19,41,28,23,35,16,30,27,13,30
29,29,49,28,47,25,8,41,42,14
