8,9,6,6,4,7,4,6,2,4,6,5,6,7,4,7,5,10,8,1,10,2,6,4,7,4,5,7,6,9,8,5,11,12,4,4,2,11,4,11
11,9,3,7,3,6,3,13,11,1,9,9,8,9,5,10,1,7,5,4,6,13,11,9,6,6,4,6,5,9,10,9,3,8,12,11,11,4,3,8
2,8,2,7,8,11,8,3,5,10,6,6,6,4,12,4,4,3,6,6,14,7,3,5,8,3,9,8,5,4,3,5,6,5,3,3,8,7,5,5
3,2,7,4,2,3,3,3,3,10,6,8,10,2,7,8,2,4,8,3,11,2,5,8,4,5,4,5,9,4,5,4,9,1,8,4,9,5,3,6
12,9,5,8,10,9,3,5,4,10,3,8,5,8,3,6,8,1,9,13,5,9,8,2,5,9,4,10,2,8,6,2,11,3,3,5,9,4,3,10
5,3,9,4,5,4,5,5,4,9,3,12,7,4,2,3,1,6,11,4,5,8,3,3,2,3,8,6,14,6,3,8,5,4,8,5,3,2,4,6
1,10,3,6,6,12,2,4,4,2,8,7,7,7,2,3,8,2,6,5,7,7,9,5,2,3,5,3,5,3,6,5,8,2,10,6,15,11,7,10
3,5,6,6,5,4,2,8,9,3,2,7,5,4,8,9,2,10,4,13,12,2,10,14,9,12,1,4,12,3,2,4,6,4,10,5,3,4,10,9
6,6,4,5,9,4,8,11,3,13,4,3,10,3,2,9,8,9,8,6,7,3,5,11,10,3,6,7,7,12,3,2,4,9,3,7,11,10,7,12
14,5,2,5,8,4,9,3,8,6,9,9,3,4,6,4,9,6,4,7,3,6,2,8,2,11,7,4,4,7,12,4,5,9,6,10,9,3,3,8
