9,5,9,5,14,8,9,5,3,4,6,9,9,6,5,13,3,8,4,3,8,4,3,2,2,12,10,12,8,6
3,5,3,13,13,13,6,3,7,4,9,5,4,9,4,4,4,3,7,4,2,3,5,6,7,9,1,13,2,3
6,3,3,10,2,8,9,11,4,7,2,8,6,8,9,7,5,7,4,7,2,3,5,3,8,9,4,9,11,5
15,6,4,3,4,9,10,7,5,2,9,3,10,2,7,5,14,5,3,6,5,4,3,5,11,3,6,9,5,9
12,3,8,8,4,5,5,5,3,1,9,4,2,5,5,4,13,6,2,6,7,7,8,10,5,3,3,2,4,3
3,3,5,6,2,1,13,3,10,5,4,5,3,6,2,5,12,3,1,2,12,9,5,6,5,3,2,3,10,6
7,4,2,7,12,6,3,10,1,6,11,6,6,6,7,6,6,3,6,4,9,4,6,5,10,7,6,1,5,2
3,5,12,7,10,2,6,10,6,1,3,6,9,9,8,6,3,3,9,4,12,5,9,7,7,1,3,2,1,10
8,6,5,5,5,6,4,5,4,8,8,10,5,5,3,11,13,6,6,3,4,5,12,7,6,8,8,4,8,3
8,2,4,4,7,6,2,4,7,5,4,11,2,2,8,5,7,4,8,4,8,10,10,3,7,6,3,3,3,2
5,8,5,5,6,3,2,6,4,4,5,9,3,10,7,6,3,10,8,5,6,4,4,8,1,4,9,3,9,7
5,4,4,4,9,7,3,4,3,2,6,7,8,4,8,5,5,6,9,10,10,9,6,4,10,2,5,4,4,10
7,3,3,3,4,5,2,4,4,3,6,9,4,5,9,5,6,5,3,8,8,4,6,5,4,3,4,6,3,5
6,6,6,8,4,4,4,9,2,3,7,2,4,4,7,2,12,5,13,10,2,7,4,3,6,6,2,4,3,4
12,3,13,12,9,6,4,5,13,3,2,5,5,5,6,4,2,8,6,5,2,3,7,10,10,5,8,2,2,10
6,7,4,4,8,6,3,6,5,3,5,3,4,4,10,3,2,3,4,7,7,3,3,4,3,6,4,3,9,8
8,9,6,6,3,10,2,2,4,13,4,3,11,1,2,9,2,8,1,6,6,13,4,7,3,9,3,4,3,2
4,6,6,11,4,11,2,13,4,8,7,5,3,14,3,4,8,3,6,11,6,6,2,6,4,2,3,7,9,6
14,4,12,6,4,1,4,4,3,6,7,4,8,6,11,3,10,5,5,4,6,14,3,11,4,11,12,9,6,5
9,7,3,6,10,2,6,3,8,9,10,5,9,9,1,2,13,6,3,10,5,8,6,14,6,7,8,1,5,9
