22,42,32,25,43,31,15,17,45,12
26,47,8,19,43,48,18,13,5,33
43,30,23,49,44,46,26,45,34,6
22,18,43,28,28,18,22,10,15,5
20,34,9,16,5,21,39,25,24,32
9,10,38,10,48,18,46,31,45,39
6,36,38,44,24,49,9,38,32,35
25,17,5,37,7,27,9,29,11,9
36,22,23,14,35,28,8,27,14,14
34,7,11,33,35,19,24,49,32,31
28,25,31,10,7,16,23,38,13,24
15,13,25,38,36,12,8,49,48,36
26,8,33,6,7,27,37,27,38,26
6,23,41,26,44,45,33,30,14,45
47,16,20,43,24,27,20,24,40,27
18,10,49,45,11,22,45,29,37,36
21,13,9,19,16,38,17,11,47,34
19,39,45,20,40,28,7,17,46,34
22,27,28,37,22,31,30,20,25,6
38,31,10,44,37,40,10,11,44,34
