26,39,43,37,33,10,45,41,47,20
49,42,40,32,16,19,49,43,24,48
44,47,12,34,44,37,22,49,16,16
28,30,30,24,36,11,17,32,47,22
27,22,14,19,46,13,44,24,44,24
11,30,47,16,31,25,12,33,15,29
35,12,20,28,29,45,46,41,29,36
21,48,21,14,21,43,36,24,21,49
32,10,30,26,46,26,11,30,24,36
44,31,16,25,12,37,14,44,21,10
16,42,45,29,25,13,43,46,11,26
49,15,49,40,37,13,19,46,30,45
28,11,20,23,15,48,23,12,28,49
42,11,19,47,50,30,18,31,23,43
33,18,41,38,33,39,44,29,43,15
30,11,31,32,37,13,25,44,49,16
23,40,34,34,31,17,41,35,15,32
37,30,31,27,29,49,13,12,15,20
42,44,14,15,34,21,37,34,30,34
37,46,45,37,40,11,13,35,40,28
