34,30,44,13,24,41,16,7,11,42
14,9,15,41,22,25,28,8,29,22
16,11,44,43,17,46,6,26,12,34
43,31,16,30,20,23,42,39,46,5
46,20,41,43,38,27,13,38,34,18
23,32,44,35,23,23,28,25,39,30
47,23,10,34,43,11,11,31,43,15
28,26,17,34,10,36,16,12,32,38
36,7,31,34,40,30,13,28,38,39
30,45,25,23,38,37,9,48,46,17
49,16,28,24,23,40,45,28,40,22
5,45,44,12,30,5,7,19,32,12
38,23,26,26,35,26,17,46,48,41
39,36,7,34,20,12,20,23,49,19
8,12,7,9,29,20,9,47,7,20
18,33,40,17,46,21,10,49,23,47
49,7,20,30,28,40,21,11,41,26
45,49,19,35,41,19,17,28,16,45
49,6,40,48,30,29,20,36,34,15
30,37,20,35,15,31,17,31,33,11
