3,3,3,4,9,8,5,4,3,2,5,8,8,2,4,14,10,6,2,4,4,4,3,2,7,3,8,6,5,5,3,1,5,7,5,2,8,8,3,7
7,4,8,6,4,5,5,7,4,5,5,4,6,3,3,4,4,3,6,3,5,3,4,3,5,13,2,4,6,4,5,9,14,3,3,7,10,11,5,4
6,3,4,5,10,6,4,5,13,11,10,5,4,4,4,6,2,11,5,4,9,4,4,7,2,5,4,3,4,4,2,6,7,4,15,3,2,4,6,7
8,2,7,6,11,5,6,8,3,10,5,7,7,3,6,3,4,10,11,3,4,8,4,5,6,5,5,5,5,9,6,11,5,3,3,4,6,7,5,5
10,8,5,3,9,2,4,6,13,6,13,7,4,6,12,3,2,4,5,10,3,2,4,9,5,3,7,5,8,2,12,8,7,3,5,2,2,4,4,6
2,8,8,10,8,2,5,5,3,3,8,4,2,9,3,6,8,5,2,7,4,3,8,12,9,3,6,5,9,6,5,4,2,10,2,7,7,5,3,12
7,2,2,4,8,4,3,3,3,8,4,7,6,3,3,11,3,4,12,13,8,11,4,8,3,7,11,5,9,3,5,8,2,14,12,1,2,10,4,3
5,13,3,10,2,11,3,3,3,4,4,6,8,9,9,3,3,8,6,6,5,6,6,4,3,6,7,3,8,2,6,8,5,8,4,8,2,3,3,7
6,4,4,10,11,3,4,9,7,7,12,7,8,8,6,7,11,12,11,3,6,7,6,3,5,8,3,7,11,11,6,5,6,9,4,4,2,2,9,6
3,3,4,11,11,12,7,12,4,8,4,13,3,6,6,6,5,4,4,7,10,4,4,4,7,3,5,4,5,11,3,6,2,9,11,6,3,7,11,11
10,7,5,6,8,14,6,9,7,6,2,3,2,4,5,3,8,11,3,6,8,8,9,7,3,3,2,3,9,8,6,9,3,13,10,3,4,6,5,6
7,5,12,5,9,6,9,14,12,6,5,10,4,2,4,5,3,6,3,11,11,9,2,9,5,5,4,3,3,5,1,6,3,9,6,13,5,5,5,5
8,13,9,6,6,9,2,7,5,8,6,5,7,6,3,5,10,4,5,6,2,8,3,6,5,5,7,9,9,12,5,5,5,2,3,6,2,3,6,3
3,10,10,11,6,6,4,6,6,5,3,6,2,7,5,8,5,5,4,6,2,2,14,4,3,5,10,8,6,6,3,4,6,4,3,3,8,12,2,7
4,10,4,4,11,3,2,4,5,8,8,5,8,6,5,5,6,4,3,2,5,10,5,5,2,7,7,2,9,10,6,4,10,8,4,5,6,3,7,12
3,6,5,8,4,5,5,3,2,6,1,10,6,12,8,5,4,8,3,5,5,13,2,5,4,4,5,6,5,11,9,11,10,3,4,5,5,2,8,8
6,7,7,2,13,3,5,5,7,7,12,5,2,4,4,5,3,12,7,7,7,9,5,2,5,6,3,5,2,8,3,5,6,9,8,2,8,4,5,6
11,9,5,5,3,5,2,6,4,2,6,3,5,8,14,3,4,6,5,1,5,9,9,6,9,6,6,3,3,5,2,5,2,3,9,4,2,11,3,2
6,10,5,4,5,8,3,9,5,8,6,7,5,5,4,13,4,6,7,11,2,5,6,5,10,9,4,9,7,3,9,5,7,2,3,7,7,3,3,10
4,3,2,2,9,7,5,10,12,4,8,4,13,5,9,13,3,2,7,9,3,5,6,9,8,7,5,5,6,13,8,8,2,5,11,9,9,5,12,9
