41,18,19,35,12,33,21,31,47,33
6,18,33,35,12,19,17,27,39,24
44,25,15,18,44,42,39,28,20,25
12,27,11,25,17,48,15,42,31,21
19,31,42,44,5,21,20,22,21,36
46,47,29,36,21,7,33,28,10,47
6,27,28,46,49,29,12,47,47,26
18,16,27,6,29,40,16,34,49,43
32,6,14,25,6,27,7,30,37,6
14,32,33,8,49,39,36,36,17,45
39,43,23,44,8,47,45,41,32,13
20,34,24,7,35,34,35,10,14,8
47,8,38,27,15,7,13,26,39,48
26,27,32,42,14,32,49,47,45,19
18,50,49,44,45,15,30,33,38,7
9,38,15,43,47,35,39,26,28,9
35,21,24,36,8,29,12,28,41,19
18,11,23,36,18,9,43,49,50,19
34,31,23,18,40,19,30,13,37,22
9,25,16,47,47,30,5,44,14,17
