30,21,48,38,43,45,36,46,11,16
18,35,50,44,35,26,12,18,31,32
33,24,26,14,25,37,15,14,38,36
40,36,25,49,26,30,46,23,40,25
45,47,41,19,44,15,40,16,36,19
37,20,46,33,31,49,10,16,34,28
44,26,42,11,36,32,32,35,29,34
12,44,24,38,48,25,11,22,25,40
38,42,28,21,39,42,33,23,49,42
30,41,23,30,21,36,21,42,47,32
39,46,42,19,15,25,46,25,48,28
28,23,35,31,34,13,45,46,37,34
35,28,13,27,49,20,42,49,43,24
48,21,18,50,37,16,24,22,29,41
34,10,35,30,29,38,26,12,16,23
49,36,32,23,25,29,17,13,27,39
32,20,14,45,16,17,32,46,50,32
45,13,25,26,19,40,36,21,36,38
17,12,34,31,27,15,22,29,23,49
44,14,38,47,46,27,36,19,18,44
