35,43,36,28,8,49,37,14,13,16
23,35,19,17,17,33,28,47,21,9
37,27,41,9,43,43,31,12,22,16
16,48,13,48,22,30,7,22,12,44
9,38,44,7,7,20,15,46,9,34
16,30,40,32,33,36,22,28,37,35
50,7,17,15,35,13,8,28,31,31
48,31,47,27,42,49,5,23,23,34
45,32,13,13,17,5,31,20,19,29
36,18,42,17,33,21,25,11,47,50
46,29,16,18,20,10,18,44,16,15
46,35,17,6,7,8,7,27,15,40
31,17,21,36,13,7,49,21,15,36
21,16,6,20,31,21,49,47,18,11
21,10,45,25,6,14,40,13,36,34
30,44,49,45,7,6,6,47,23,25
39,47,20,37,10,21,10,38,27,17
7,28,32,26,18,22,8,10,41,15
26,49,15,21,13,10,15,23,38,6
12,23,44,46,21,19,38,11,41,17
