3,5,9,8,11,2,3,6,4,3,3,7,6,2,4,3,11,10,9,9,4,5,5,7,5,3,5,5,9,11
6,7,4,10,3,9,8,7,5,5,9,2,5,8,11,4,12,11,11,3,2,4,5,6,2,3,14,6,2,3
9,3,4,4,7,2,2,7,3,4,7,4,4,9,13,9,3,8,5,8,2,4,11,3,9,7,11,7,10,9
11,2,5,4,8,8,4,5,5,3,7,10,2,8,10,9,7,9,8,10,7,8,13,6,11,7,5,5,3,2
4,4,2,9,11,11,7,12,2,5,8,13,4,5,8,3,7,5,4,4,8,3,2,8,7,4,9,5,4,4
4,4,2,9,12,3,12,4,2,11,4,5,10,10,6,5,2,5,4,9,9,4,4,8,10,10,5,9,2,4
9,7,12,13,6,3,2,6,5,10,10,9,4,8,8,11,7,8,7,5,9,3,6,5,2,2,4,4,9,6
8,9,4,4,5,2,4,8,4,8,13,6,4,9,10,2,5,4,10,9,10,10,4,4,3,5,3,4,2,6
7,10,8,5,4,7,7,2,6,3,7,10,6,13,3,11,11,3,9,2,3,3,5,2,8,9,5,8,1,8
6,7,4,7,3,7,5,9,2,5,2,3,2,10,3,7,5,7,8,4,7,10,3,3,3,4,3,8,3,5
