46,36,38,45,21,26,17,31,37,37
16,10,44,48,14,45,18,47,41,11
50,17,21,46,24,17,28,37,43,30
27,44,26,43,42,17,22,30,37,21
31,37,10,24,33,25,42,13,25,41
23,13,12,20,25,30,23,45,34,22
22,15,30,31,37,41,28,37,11,16
17,21,31,29,11,31,41,25,21,27
35,47,16,20,42,45,43,26,35,47
40,48,28,44,37,19,41,36,27,47
15,32,14,29,16,38,33,37,36,41
42,35,38,21,31,47,41,11,48,33
11,42,11,26,30,30,44,18,36,16
22,21,15,11,36,21,19,14,23,33
17,22,19,47,43,49,31,22,11,43
31,40,35,37,49,23,45,14,37,20
11,18,19,43,44,27,49,13,45,35
43,17,18,19,22,23,31,47,25,38
34,40,45,47,16,35,19,15,50,44
38,49,13,35,47,16,25,16,25,25
