32,26,25,19,36,40,50,19,31,39
21,25,45,49,47,29,15,24,26,50
23,30,8,22,20,12,7,9,22,11
32,27,49,26,29,23,27,49,12,29
30,19,24,6,41,27,38,34,43,32
29,14,46,13,27,32,45,19,18,28
15,42,39,7,5,46,16,23,7,11
41,39,29,24,38,9,30,35,21,7
38,23,9,30,22,16,34,50,16,34
22,36,8,45,25,16,37,19,8,20
41,17,16,25,21,13,33,18,36,6
10,30,10,28,11,37,47,7,27,38
15,42,24,41,14,22,48,26,48,6
18,47,13,45,33,32,47,18,37,6
39,44,46,25,34,12,22,8,22,41
36,22,17,29,34,21,16,7,14,25
35,30,23,7,47,39,41,15,9,35
44,20,42,41,42,43,9,25,10,31
32,29,8,25,24,8,28,49,47,13
19,17,35,19,9,37,35,41,19,45
