19,37,21,30,11,18,22,18,24,19,31,22,24,23,20,19,31,40,22,36,41,45,30,34,38,29,45,42,29,48,43,35,50,44,47,17,43,44,46,26,19,20,14,47,46,40,28,24,10,29
31,23,50,38,34,50,18,41,46,19,14,11,24,10,38,40,22,47,14,33,26,28,35,17,33,11,27,35,23,29,39,11,24,44,45,26,43,21,14,34,32,12,41,12,42,34,37,42,36,14
48,11,31,46,40,25,31,35,14,17,16,11,25,49,27,29,26,22,16,40,39,20,42,18,16,17,36,34,16,48,34,38,33,49,12,41,17,11,33,44,15,31,21,35,23,39,40,28,14,37
24,19,23,34,36,39,45,14,39,27,29,34,13,27,12,47,45,12,21,30,22,19,13,33,49,16,48,31,31,46,23,48,44,28,31,21,30,27,14,42,23,42,47,32,32,19,28,32,39,34
13,32,42,12,44,40,49,39,18,30,42,14,47,20,35,42,25,20,33,15,17,11,17,36,44,14,19,36,11,41,46,38,39,35,43,25,43,28,38,23,44,11,24,24,24,17,21,32,33,19
16,22,48,38,30,37,44,44,43,21,45,35,36,19,24,39,18,44,30,38,43,22,44,12,33,34,50,39,34,26,46,42,24,45,47,29,37,19,36,13,31,15,40,35,15,30,23,12,27,12
28,47,36,38,20,39,31,36,42,46,21,44,49,47,17,11,35,50,24,26,27,33,40,19,18,12,34,26,11,29,27,41,37,18,45,42,14,19,39,49,22,31,23,38,15,25,42,24,32,48
31,41,48,12,11,12,30,27,46,22,41,31,15,10,33,46,20,17,24,42,34,34,26,32,49,27,25,36,25,37,11,38,48,23,37,18,42,44,31,42,18,19,12,35,18,26,15,33,46,32
37,16,47,11,40,36,20,14,44,25,34,19,40,35,33,25,32,17,12,18,26,24,43,23,32,15,37,48,17,46,29,27,39,24,34,33,42,23,41,33,13,37,50,44,41,44,36,10,48,33
37,37,29,36,28,41,22,27,13,27,34,22,19,38,14,14,38,36,11,28,20,31,46,31,42,17,22,34,28,31,18,44,19,19,40,29,35,15,46,37,36,28,20,20,42,25,48,18,11,43
43,21,35,13,39,18,50,14,42,31,15,28,37,16,40,12,31,31,32,47,16,34,43,28,28,26,40,17,18,20,27,12,20,23,16,16,35,29,19,16,21,26,43,25,44,26,30,21,20,10
21,14,44,35,25,35,33,31,49,13,43,14,19,11,16,33,20,29,41,18,39,44,43,12,30,13,32,36,46,37,42,50,38,42,46,49,22,41,33,13,31,36,41,30,49,34,32,49,45,40
16,35,41,39,33,24,24,36,25,45,39,26,30,15,37,25,19,29,11,50,22,42,23,37,43,21,40,14,44,14,36,17,25,48,14,29,44,18,42,26,36,14,19,21,28,22,48,24,43,46
17,38,25,24,34,32,41,35,29,42,29,17,15,50,44,26,26,23,42,34,38,41,13,45,45,33,46,29,14,35,39,35,35,44,42,49,40,49,24,25,41,23,21,24,19,47,14,19,27,18
23,39,39,35,45,33,26,22,15,32,49,25,13,46,10,13,13,11,44,40,19,22,28,19,29,41,45,12,32,35,42,49,35,11,24,45,17,23,21,45,12,24,22,46,49,34,38,46,24,16
26,23,36,41,40,21,25,42,28,27,36,12,48,16,42,22,34,36,49,50,37,36,19,11,16,17,20,27,40,29,49,31,44,14,26,30,40,41,40,13,12,39,28,37,25,13,14,48,43,13
32,16,19,46,46,34,44,22,20,24,41,23,27,39,18,10,46,26,18,18,35,40,31,49,22,21,50,47,48,47,12,44,47,25,13,15,16,44,12,33,22,23,23,20,44,38,22,41,17,22
15,16,43,22,26,13,47,17,15,41,28,38,40,32,12,40,32,13,49,24,16,38,18,48,24,38,17,12,20,16,27,38,25,17,47,34,11,14,44,23,24,48,29,19,27,12,23,32,36,40
11,37,15,28,25,48,18,44,19,44,29,17,39,20,46,47,26,34,13,12,39,49,20,20,19,35,11,23,17,39,45,25,20,10,16,10,22,22,41,15,16,34,43,15,40,16,37,17,19,13
15,12,13,16,30,22,28,31,46,43,26,49,46,21,37,36,38,19,10,39,10,38,29,28,13,35,16,35,24,24,23,26,15,22,16,47,30,26,27,24,14,47,33,29,13,25,25,29,49,41
