28,38,28,23,33,17,23,47,27,40
25,46,38,25,45,30,28,16,47,28
39,34,34,29,44,45,49,34,32,41
18,30,22,46,39,23,23,46,13,30
41,23,27,27,17,36,11,25,25,12
41,22,24,21,23,32,21,41,10,25
40,32,39,18,11,19,47,20,43,27
19,14,40,36,45,48,13,19,24,27
18,23,37,33,11,14,48,19,18,25
46,29,15,14,29,32,39,30,40,16
24,43,13,47,46,41,17,13,34,24
27,16,28,27,13,31,26,26,33,31
25,12,33,23,49,18,37,43,33,43
41,16,49,29,41,22,47,13,12,14
47,44,47,12,41,22,33,11,39,31
30,18,46,10,44,13,25,48,43,21
33,10,16,15,22,12,36,30,50,17
25,18,40,17,49,30,44,42,21,22
43,49,42,38,42,45,45,11,18,30
21,26,32,15,26,35,34,45,36,36
