10,4,3,7,3,3,3,3,6,8,2,7,2,2,4,6,5,4,3,10
10,8,12,4,8,9,2,3,5,2,2,11,12,6,3,11,2,8,9,8
5,7,5,2,7,5,6,2,7,5,3,3,11,6,6,6,5,14,7,4
6,4,5,8,11,3,8,4,3,9,9,9,6,4,11,3,5,8,12,9
4,6,2,4,3,8,5,5,4,7,10,6,5,9,3,7,3,8,3,7
5,13,12,5,6,13,3,9,9,3,3,10,3,3,8,6,4,5,4,2
6,4,8,6,6,4,5,14,5,4,5,8,6,12,4,12,3,7,9,5
7,3,7,3,9,4,8,4,5,10,5,4,3,3,6,6,7,6,9,8
7,10,6,5,12,11,9,9,4,4,4,2,14,4,10,8,9,8,5,3
7,12,5,5,8,6,3,9,5,5,5,7,4,4,1,9,3,3,10,7
11,11,4,7,4,6,7,4,11,2,4,7,5,7,5,2,3,7,2,8
7,2,9,7,6,5,4,11,3,5,6,2,2,4,8,6,14,2,4,4
7,4,2,9,6,4,6,1,4,1,5,3,2,7,4,7,7,8,12,3
2,12,7,3,6,4,2,2,4,4,7,7,3,5,8,4,2,12,3,5
3,10,6,2,7,5,2,7,7,5,3,3,7,4,7,7,8,5,4,7
4,7,3,7,4,9,4,7,7,7,11,4,5,3,2,4,7,2,3,8
3,4,1,8,5,4,8,3,5,3,3,4,7,5,3,3,9,4,7,12
4,2,2,4,6,3,2,8,10,4,9,4,4,13,12,4,3,12,5,10
5,7,5,10,2,9,10,3,5,6,4,7,5,3,9,3,3,9,11,9
6,9,4,6,3,13,4,7,10,2,5,7,7,4,4,7,3,4,7,6
