25,28,16,36,24,16,35,34,42,23,10,10,29,5,40,18,43,32,34,7
6,9,10,13,47,13,16,18,22,15,19,23,9,32,34,24,26,28,5,23
35,40,36,39,33,38,46,30,32,49,24,41,19,31,40,42,37,14,31,16
26,16,14,41,30,17,30,10,17,47,13,23,36,24,8,22,49,23,17,36
44,47,29,38,18,28,40,39,9,41,19,8,6,29,35,20,48,7,17,47
18,21,27,29,41,40,40,14,41,21,38,22,12,10,32,22,7,17,30,45
25,31,21,20,13,16,12,23,37,29,6,9,17,7,39,33,39,38,34,38
42,44,29,15,27,36,43,43,24,29,41,30,44,44,15,11,41,38,9,33
41,12,42,31,50,40,26,35,27,17,48,40,7,48,26,21,37,22,37,26
37,49,23,36,23,36,25,39,40,23,24,11,32,30,24,18,37,26,19,18
48,31,33,21,46,46,35,33,33,30,28,8,24,43,35,14,36,15,31,27
38,6,19,23,12,29,11,13,31,7,42,40,35,6,13,20,50,11,22,20
23,20,33,32,31,39,11,30,38,26,39,42,13,41,8,43,30,34,48,33
44,16,10,35,19,35,13,23,19,6,31,14,21,15,29,44,22,20,15,12
30,12,19,33,27,40,21,43,34,8,35,36,42,20,12,11,47,33,44,42
18,25,50,16,10,37,6,40,24,9,40,37,33,35,7,28,24,48,46,26
14,12,16,27,24,28,48,8,45,18,17,22,18,44,40,25,25,18,16,37
36,33,24,43,18,30,17,14,28,14,34,22,11,23,21,10,7,6,40,19
34,33,48,23,10,37,25,41,35,26,14,40,21,22,26,43,9,48,40,13
12,33,45,14,22,36,24,10,18,15,14,17,17,44,7,16,8,32,24,8
