17,45,6,23,35,7,34,30,20,29,23,23,25,36,12,33,22,43,31,20,42,9,42,36,31,47,28,36,46,37,32,32,23,41,23,50,48,12,30,33
43,14,35,35,9,15,45,18,17,6,41,36,42,34,24,9,33,39,5,7,8,13,19,45,14,24,9,30,38,32,25,16,49,14,41,24,7,23,17,14
15,18,23,35,27,5,8,31,25,47,9,8,32,43,28,8,48,47,6,13,34,20,11,10,14,19,25,26,32,45,26,50,12,27,11,8,7,41,28,40
21,21,11,17,41,10,14,46,12,48,44,10,13,20,26,17,28,33,35,45,37,48,38,14,17,25,40,19,37,32,29,15,10,40,8,17,25,40,7,45
32,16,24,14,45,29,23,21,8,20,37,43,46,39,14,39,20,48,50,8,46,35,8,37,26,7,39,23,32,44,15,39,6,13,19,42,16,9,41,47
39,26,13,49,15,39,29,17,7,25,20,43,43,16,30,11,7,11,27,14,47,24,22,35,49,23,10,23,34,47,15,15,8,14,46,19,18,48,43,39
34,10,41,23,46,19,21,15,40,43,46,8,50,13,43,33,35,18,39,45,40,20,31,48,31,42,38,23,36,45,39,50,38,6,5,47,19,31,33,6
44,30,47,41,6,42,43,42,22,47,9,42,19,20,37,19,7,23,41,10,26,39,5,20,11,38,42,24,22,46,41,22,26,38,34,39,31,27,36,33
50,49,49,13,9,39,19,29,17,49,27,7,22,11,13,14,13,38,34,10,11,38,30,5,33,30,37,35,9,37,19,21,31,9,17,16,28,30,10,13
9,40,21,28,17,45,30,23,15,33,46,16,49,33,12,35,31,30,29,47,47,21,19,41,42,27,41,28,25,42,14,47,42,42,32,6,15,39,26,14
43,35,28,44,13,25,6,46,44,42,7,27,24,7,45,27,5,7,37,50,49,39,37,24,17,41,16,41,39,7,41,46,34,43,40,10,34,37,47,25
17,27,39,21,14,33,43,43,39,17,47,29,7,32,50,10,20,47,12,37,38,20,39,33,50,12,8,11,37,23,33,13,9,30,7,12,6,14,43,14
37,7,9,40,41,40,13,32,26,9,10,35,28,11,41,21,22,41,13,35,35,11,13,43,40,6,31,24,38,48,14,23,42,8,17,43,27,32,22,38
27,6,11,42,11,8,28,39,9,9,29,48,33,47,12,22,48,15,37,40,27,9,27,17,40,13,32,46,22,37,43,43,14,15,5,35,30,17,6,41
12,20,20,21,24,28,47,27,12,35,9,35,20,16,10,38,49,28,31,6,28,16,26,29,27,26,20,34,20,27,12,49,36,45,50,31,13,34,50,22
36,33,47,10,47,37,43,22,19,27,22,14,30,36,6,48,21,38,46,39,42,7,40,7,27,11,42,48,40,46,41,43,44,10,24,48,10,5,7,13
7,20,41,28,31,46,44,41,47,35,21,30,16,45,11,45,9,22,50,37,49,34,17,7,17,12,41,31,19,34,49,46,24,29,41,5,43,10,24,9
28,12,23,25,32,30,33,30,10,12,41,11,14,24,22,13,8,21,6,43,49,25,29,41,44,9,9,11,18,18,36,33,8,20,48,46,36,19,24,41
12,16,6,19,48,42,27,21,40,17,11,14,35,38,20,14,21,7,15,27,22,11,5,19,31,42,36,31,23,39,21,5,22,42,18,12,12,29,24,44
38,25,9,49,20,22,29,27,25,35,44,15,15,34,9,15,17,31,38,5,33,39,36,7,38,36,49,35,45,23,17,23,5,7,45,36,26,14,49,12
