44,25,43,8,8,38,39,37,16,24
15,9,18,15,18,40,28,11,28,23
30,47,24,48,45,7,41,16,41,24
45,9,38,40,23,26,19,33,32,43
8,20,41,25,12,15,21,34,14,17
21,32,37,12,7,11,32,14,20,27
35,48,31,23,9,7,8,37,21,28
7,20,49,21,41,24,20,44,30,47
23,18,35,26,36,29,50,36,42,23
23,20,12,24,43,46,20,35,10,36
36,42,22,39,6,21,28,22,41,29
49,39,14,31,12,49,28,17,9,18
10,18,32,36,33,33,43,14,19,46
20,41,17,33,10,16,33,12,10,37
46,35,46,38,36,27,36,43,12,12
43,47,10,21,48,21,24,47,15,18
8,20,11,25,32,23,35,30,17,16
37,12,5,45,43,48,14,23,29,25
10,18,46,47,35,36,19,31,38,17
21,20,38,17,28,27,5,43,30,6
