27,29,38,34,24,25,15,39,26,31
39,39,21,36,38,15,21,13,33,41
32,14,26,21,30,42,21,44,23,25
39,42,28,39,24,27,40,31,17,31
24,25,43,44,47,28,26,44,46,40
48,43,27,21,12,19,15,32,48,28
35,24,35,41,17,12,38,14,15,26
13,13,49,15,33,45,45,19,16,44
31,41,31,27,29,23,42,16,12,30
33,21,23,18,20,36,39,27,14,38
32,11,46,12,32,39,47,14,38,11
11,30,33,13,25,18,14,44,46,32
46,27,34,37,19,28,11,33,22,43
38,24,25,32,22,14,23,25,37,16
22,44,31,23,19,26,29,16,12,35
46,18,12,10,43,45,18,46,13,50
15,23,38,36,23,38,49,30,28,29
15,23,45,24,47,31,20,31,29,47
14,47,35,20,35,24,16,36,26,49
32,19,24,16,22,21,16,48,20,17
