8,45,27,26,40,29,18,45,15,48,15,20,6,24,5,26,15,42,16,39,25,47,25,10,13,36,23,49,43,39,48,21,9,47,36,48,45,26,49,8,33,18,42,44,38,47,18,47,46,19
11,33,34,46,44,35,10,32,31,42,10,32,11,31,48,34,35,8,20,34,50,22,34,47,48,24,35,13,12,33,27,27,47,28,16,12,20,18,7,22,45,41,20,23,9,12,46,38,48,31
35,16,13,48,16,34,31,7,38,20,22,46,6,43,6,14,23,21,42,7,27,9,19,19,17,8,6,48,29,20,49,29,25,38,30,49,17,26,27,30,15,12,37,48,39,20,45,16,17,11
8,48,46,28,31,34,39,37,21,27,9,22,30,49,9,34,13,15,43,7,24,36,47,25,28,20,8,16,15,45,10,40,19,44,44,6,15,23,7,11,16,29,49,45,31,43,47,48,31,14
41,5,12,10,11,19,47,46,9,25,37,44,50,13,11,48,46,24,32,6,17,44,20,37,26,42,31,24,25,22,44,14,31,6,19,44,23,22,11,34,7,5,7,10,16,27,46,37,22,45
43,21,36,13,13,33,6,6,31,11,40,27,31,15,33,49,14,19,20,49,41,26,40,32,13,21,48,48,35,13,18,45,42,47,9,25,39,19,41,27,28,7,13,16,41,50,8,12,48,35
45,47,43,46,24,45,49,44,46,22,45,39,26,24,11,39,42,20,44,39,37,40,9,36,20,35,47,43,40,43,44,47,48,25,43,29,40,8,43,25,35,41,35,13,13,12,7,19,33,25
16,22,7,20,25,19,13,18,21,20,6,32,46,20,42,38,44,35,49,14,31,37,28,47,33,41,43,38,20,39,16,48,38,28,49,40,29,16,7,14,15,38,22,46,41,42,7,47,45,47
14,29,21,35,49,25,36,43,35,15,10,22,39,36,32,50,12,47,40,47,32,36,18,15,9,12,24,43,42,8,41,40,33,19,8,6,46,29,29,36,29,43,7,26,9,25,32,18,18,22
7,45,41,7,43,20,32,16,22,9,26,13,9,50,9,45,32,36,11,25,49,7,13,31,47,21,22,47,13,15,22,38,33,44,19,45,41,47,46,47,49,42,39,14,48,10,37,28,41,15
33,42,39,19,14,37,44,35,25,41,38,10,10,43,17,6,25,11,9,27,15,28,16,41,31,15,47,32,36,35,42,42,30,38,9,37,26,19,20,11,23,13,47,43,35,8,46,41,27,12
30,18,31,34,40,28,46,25,29,14,29,36,48,28,7,49,46,33,23,20,35,27,9,23,37,49,47,34,8,5,27,15,12,34,30,37,38,9,43,45,12,32,33,23,35,21,15,6,41,49
41,7,28,13,37,21,22,13,12,40,14,48,42,13,19,25,47,38,9,9,41,47,35,47,18,45,41,25,39,47,7,47,33,12,23,25,16,35,23,39,11,27,35,14,32,6,35,49,44,10
31,5,13,6,26,46,22,37,24,21,14,24,50,19,23,22,42,16,33,10,24,6,25,43,29,26,8,49,15,27,32,11,50,31,20,36,24,12,49,19,44,16,33,47,39,18,6,10,26,16
41,16,17,24,34,50,28,22,35,23,50,25,22,42,37,10,43,9,42,43,47,23,17,34,36,16,38,5,44,32,15,37,37,14,38,47,18,21,22,25,34,45,32,12,41,9,12,15,12,23
36,14,17,30,34,13,25,26,32,39,21,48,49,14,7,41,7,8,16,33,35,14,46,39,26,23,9,37,14,42,6,41,43,35,8,7,15,35,15,39,44,32,40,41,24,17,46,37,11,34
28,42,44,50,16,7,43,27,49,27,43,37,26,30,38,40,37,29,20,34,30,37,23,35,10,35,17,19,12,43,21,24,48,43,6,37,8,13,40,46,41,33,24,6,38,30,28,35,43,8
49,14,7,22,15,38,8,27,21,10,20,14,27,43,46,37,18,29,25,41,8,50,12,41,45,48,20,26,19,17,37,6,34,8,34,24,43,42,8,20,11,25,49,24,31,27,11,47,10,37
20,18,45,12,39,25,35,43,14,36,22,50,19,9,41,9,35,20,30,30,36,43,21,30,9,17,9,33,46,28,39,21,39,42,8,25,18,37,13,6,39,32,11,24,46,31,47,17,24,26
44,31,49,29,6,13,26,41,27,13,48,50,17,43,14,43,34,11,12,42,24,46,22,23,34,18,49,50,38,11,17,12,40,25,46,30,7,15,33,24,14,12,11,36,41,7,41,16,37,35
