48,24,43,32,33,43,46,33,14,32
17,18,30,26,43,44,35,37,15,42
40,42,15,17,40,28,30,40,24,29
32,39,17,44,12,25,33,36,33,28
47,21,40,34,21,47,33,17,29,35
20,16,12,46,10,41,40,35,24,21
26,33,32,31,49,26,36,31,36,13
13,27,39,30,26,20,26,43,49,39
17,28,35,23,24,31,26,29,34,15
14,31,20,27,17,39,43,29,19,28
21,45,49,45,37,37,21,47,22,45
49,25,36,20,43,44,47,50,38,26
34,17,15,26,16,20,43,20,10,13
28,12,45,47,10,41,47,10,29,46
24,11,28,24,24,41,34,42,30,27
26,44,17,19,22,43,24,44,22,48
26,15,37,11,15,35,41,37,24,26
31,37,49,21,40,21,18,22,31,23
30,38,15,15,14,15,10,28,37,23
42,33,19,35,15,30,24,11,12,47
